CODCOMP_STR,POBLACION
0110320800,1389.0
0110320802,1250.0
0110328009,124.0
0110328010,108.0
0110328011,140.0
0110328014,80.0
0110328015,597.0
0110328016,784.0
0110328036,306.0
0110328037,0.0
0110328038,0.0
0110328039,0.0
0110328040,0.0
0110328041,45.0
0110328042,0.0
0110328043,285.0
0110328044,0.0
0110328404,0.0
0110333014,3076.0
0110333015,3320.0
0110333016,2616.0
0110333400,0.0
0110333401,0.0
0110333600,57.0
0110333700,3.0
0110338021,159.0
0110338024,263.0
0110338025,235.0
0110338026,120.0
0110338029,153.0
0110338030,231.0
0110338500,0.0
0110338600,153.0
0110338601,270.0
0110338602,92.0
0110338603,321.0
0110338604,68.0
0110419013,1467.0
0110419400,0.0
0110419600,531.0
0110419601,1620.0
0110428001,0.0
0110428002,1212.0
0110428003,1200.0
0110428004,1350.0
0110428005,1236.0
0110428037,0.0
0110428039,0.0
0110428400,0.0
0110428600,1047.0
0110438036,384.0
0110438038,322.0
0110438040,0.0
0110438041,242.0
0110438600,168.0
0110438601,588.0
0110519400,0.0
0110519401,0.0
0110519402,0.0
0110519600,1386.0
0110519601,687.0
0110519602,591.0
0110519603,174.0
0110519604,648.0
0110519605,462.0
0110538011,222.0
0110538012,1952.0
0110538013,636.0
0110538014,885.0
0110538016,717.0
0110538110,401.0
0110538210,137.0
0110538401,0.0
0110538402,0.0
0110538403,0.0
0110538404,0.0
0110538405,0.0
0110538600,519.0
0111001001,397.0
0111001002,374.0
0111001003,476.0
0111001005,160.0
0111001006,178.0
0111001007,140.0
0111001008,107.0
0111001412,0.0
0111001413,0.0
0111001414,0.0
0111001415,0.0
0111001600,82.0
0111001801,91.0
0111001802,170.0
0111002001,49.0
0111002002,103.0
0111002003,237.0
0111002004,0.0
0111002005,84.0
0111002006,0.0
0111002007,89.0
0111002008,192.0
0111002009,107.0
0111002800,134.0
0111002801,384.0
0111002802,94.0
0111002803,330.0
0111003001,169.0
0111003003,259.0
0111003004,172.0
0111003005,188.0
0111003006,189.0
0111003007,174.0
0111004001,117.0
0111004002,213.0
0111004003,144.0
0111004004,238.0
0111004005,139.0
0111004006,216.0
0111004007,154.0
0111004008,200.0
0111005001,234.0
0111005002,106.0
0111005003,207.0
0111005004,142.0
0111005005,55.0
0111005006,48.0
0111005007,119.0
0111005008,110.0
0111005009,141.0
0111005010,179.0
0111005500,0.0
0111005800,43.0
0111005801,7.0
0111008002,205.0
0111008003,97.0
0111008004,154.0
0111008005,0.0
0111008006,46.0
0111008007,136.0
0111008008,216.0
0111008009,246.0
0111008400,0.0
0111008401,0.0
0111008402,0.0
0111008403,0.0
0111008600,80.0
0111010001,57.0
0111010003,100.0
0111010004,102.0
0111010005,77.0
0111010006,267.0
0111010007,60.0
0111010008,209.0
0111010009,65.0
0111010010,179.0
0111010011,206.0
0111010012,148.0
0111010013,71.0
0111010014,157.0
0111010400,0.0
0111010401,0.0
0111010600,0.0
0111012001,113.0
0111012002,65.0
0111012003,97.0
0111012004,96.0
0111012005,71.0
0111012006,27.0
0111012007,77.0
0111012008,93.0
0111012009,92.0
0111012010,76.0
0111012011,0.0
0111012012,94.0
0111012013,72.0
0111012014,68.0
0111012015,57.0
0111012016,18.0
0111013001,67.0
0111013002,53.0
0111013003,54.0
0111013004,59.0
0111013005,97.0
0111013006,42.0
0111013007,27.0
0111013008,53.0
0111013009,122.0
0111013010,34.0
0111013011,8.0
0111013012,30.0
0111013013,92.0
0111013014,121.0
0111013015,135.0
0111015001,393.0
0111015002,423.0
0111015003,124.0
0111015005,3.0
0111015006,201.0
0111015400,0.0
0111015401,0.0
0111015600,112.0
0111015601,143.0
0111016001,276.0
0111016003,103.0
0111016004,0.0
0111016006,216.0
0111016007,159.0
0111016008,74.0
0111016009,0.0
0111016400,0.0
0111016600,460.0
0111017002,182.0
0111017003,233.0
0111017004,178.0
0111017006,0.0
0111017007,0.0
0111017008,273.0
0111017800,545.0
0111018001,41.0
0111018004,126.0
0111018005,77.0
0111018008,72.0
0111018009,41.0
0111018010,409.0
0111018011,362.0
0111018700,112.0
0111019002,33.0
0111019003,113.0
0111019004,164.0
0111019005,60.0
0111019006,216.0
0111019007,114.0
0111019008,228.0
0111019009,286.0
0111020001,417.0
0111020002,198.0
0111020003,196.0
0111020004,92.0
0111020005,60.0
0111020006,196.0
0111020007,321.0
0111020008,210.0
0111020009,387.0
0111020010,312.0
0111020011,279.0
0111020012,105.0
0111020013,120.0
0111028001,108.0
0111028002,95.0
0111028003,132.0
0111028004,106.0
0111028005,178.0
0111028006,127.0
0111028007,0.0
0111028008,82.0
0111028009,94.0
0111031001,230.0
0111031002,0.0
0111031006,519.0
0111031007,589.0
0111031800,329.0
0111031801,172.0
0111032001,222.0
0111032002,54.0
0111032003,209.0
0111032004,323.0
0111032005,2.0
0111032007,182.0
0111059001,133.0
0111059002,90.0
0111059003,125.0
0111059004,107.0
0111059005,90.0
0111059006,119.0
0111059007,152.0
0111059008,108.0
0111059009,93.0
0111059010,99.0
0111060001,137.0
0111060002,159.0
0111060003,180.0
0111060004,134.0
0111060005,129.0
0111060006,85.0
0111060007,204.0
0111060008,149.0
0111060009,0.0
0111060010,136.0
0111060011,142.0
0111061001,63.0
0111061002,142.0
0111061003,62.0
0111061005,215.0
0111061010,184.0
0111061012,94.0
0111061013,78.0
0111061014,146.0
0111061015,45.0
0111061016,0.0
0111061017,93.0
0111061601,66.0
0111061700,335.0
0111061701,7.0
0111061702,47.0
0111061703,158.0
0111061704,117.0
0111062002,212.0
0111062003,249.0
0111062004,193.0
0111062005,289.0
0111062006,112.0
0111062007,313.0
0111062008,465.0
0111062600,81.0
0111062601,152.0
0111062800,72.0
0111062801,19.0
0111069002,192.0
0111069003,338.0
0111069004,128.0
0111069006,219.0
0111069009,17.0
0111069014,105.0
0111069015,64.0
0111069018,340.0
0111069019,66.0
0111069021,148.0
0111069024,109.0
0111069400,0.0
0111069401,0.0
0111069402,0.0
0111069403,0.0
0111069404,0.0
0111069405,0.0
0111069406,0.0
0111069407,0.0
0111069408,0.0
0111069409,0.0
0111069410,0.0
0111069411,0.0
0111069412,0.0
0111069413,0.0
0111069414,0.0
0111069415,0.0
0111069416,0.0
0111069600,111.0
0111069601,184.0
0111069602,25.0
0111069603,50.0
0111069604,55.0
0111069606,0.0
0111069608,35.0
0111069609,277.0
0111069610,0.0
0111069611,0.0
0111069612,0.0
0111069613,0.0
0111069614,10.0
0111069615,0.0
0111069616,0.0
0111069618,0.0
0111069619,0.0
0111069620,0.0
0111069621,69.0
0111069622,0.0
0111069623,0.0
0111069700,0.0
0111069701,0.0
0111069702,133.0
0111069703,0.0
0111069704,2.0
0111069705,55.0
0111069706,48.0
0111069707,47.0
0111069708,15.0
0111069800,70.0
0111069801,76.0
0111069802,71.0
0111069803,132.0
0111073002,160.0
0111073003,205.0
0111073005,227.0
0111073006,160.0
0111073007,31.0
0111073008,134.0
0111073009,0.0
0111073010,12.0
0111073014,76.0
0111073017,67.0
0111073018,56.0
0111073019,206.0
0111073021,332.0
0111073022,0.0
0111073023,74.0
0111073427,0.0
0111073444,0.0
0111073445,0.0
0111073446,0.0
0111073600,90.0
0111073601,140.0
0111073602,45.0
0111073603,0.0
0111073604,61.0
0111073605,0.0
0111073606,235.0
0111074001,321.0
0111074400,0.0
0111074401,0.0
0111074402,0.0
0111074600,210.0
0111074800,286.0
0111074801,73.0
0111076003,50.0
0111076004,185.0
0111076005,183.0
0111076007,26.0
0111076008,3.0
0111076400,0.0
0111076401,0.0
0111076402,0.0
0111076403,0.0
0111076404,0.0
0111076600,0.0
0111076601,0.0
0111076602,0.0
0111076603,0.0
0111076604,0.0
0111076605,0.0
0111076606,0.0
0111076607,24.0
0111076608,0.0
0111076609,0.0
0111078001,58.0
0111078002,83.0
0111078003,0.0
0111078004,0.0
0111078005,32.0
0111078007,107.0
0111078008,133.0
0111078009,178.0
0111078012,144.0
0111078013,105.0
0111078017,82.0
0111078018,38.0
0111078019,125.0
0111078600,125.0
0111078800,64.0
0111078801,124.0
0111078802,79.0
0111078803,130.0
0111079002,120.0
0111079004,88.0
0111079005,107.0
0111079006,168.0
0111079007,0.0
0111079010,207.0
0111079012,137.0
0111079013,149.0
0111079014,37.0
0111079015,87.0
0111079400,0.0
0111079401,0.0
0111079402,0.0
0111079403,0.0
0111079404,0.0
0111079405,0.0
0111079600,121.0
0111079800,118.0
0111079801,35.0
0111079802,79.0
0111079803,49.0
0111079804,55.0
0111080700,0.0
0111081001,43.0
0111081004,11.0
0111081800,50.0
0111082001,57.0
0111082002,30.0
0111082003,49.0
0111082004,38.0
0111083001,3.0
0111083002,17.0
0111083005,3.0
0111083006,12.0
0111083010,37.0
0111083800,15.0
0111084001,18.0
0111084002,78.0
0111085001,0.0
0111085003,11.0
0111085004,8.0
0111085005,0.0
0111085400,0.0
0111085401,0.0
0111085402,0.0
0111085403,0.0
0111085600,0.0
0111088001,5.0
0111088002,13.0
0111088003,18.0
0111090006,75.0
0111090009,55.0
0111090400,0.0
0111090500,0.0
0111090600,38.0
0111090601,145.0
0111090602,46.0
0111090603,147.0
0111090607,11.0
0111090608,75.0
0111090700,25.0
0111090701,0.0
0111090702,0.0
0111090801,64.0
0111090802,32.0
0111090803,59.0
0111090804,18.0
0111090805,37.0
0111090806,62.0
0111090807,48.0
0111090808,61.0
0111090809,64.0
0111090810,81.0
0111090812,53.0
0111090814,17.0
0111090815,44.0
0111090816,61.0
0111090817,16.0
0111090819,130.0
0111090820,116.0
0111090821,79.0
0111090822,77.0
0111090824,21.0
0111090825,46.0
0111090826,74.0
0111090827,135.0
0111090829,3.0
0111091001,357.0
0111091003,2.0
0111091010,89.0
0111091018,59.0
0111091019,31.0
0111091020,153.0
0111091021,137.0
0111091022,36.0
0111091023,55.0
0111091024,61.0
0111091025,69.0
0111091026,218.0
0111091027,114.0
0111091028,6.0
0111091029,108.0
0111091030,0.0
0111091031,0.0
0111091032,71.0
0111091033,50.0
0111091034,0.0
0111091036,122.0
0111091038,58.0
0111091041,47.0
0111091042,17.0
0111091043,11.0
0111091044,28.0
0111091045,31.0
0111091046,33.0
0111091047,45.0
0111091050,147.0
0111091051,107.0
0111091052,124.0
0111091053,50.0
0111091054,93.0
0111091058,13.0
0111091059,59.0
0111091060,75.0
0111091061,33.0
0111091062,68.0
0111091063,81.0
0111091066,20.0
0111091068,66.0
0111091069,74.0
0111091070,66.0
0111091071,70.0
0111091072,67.0
0111091073,98.0
0111091074,108.0
0111091075,106.0
0111091076,93.0
0111091079,145.0
0111091080,99.0
0111091081,36.0
0111091082,103.0
0111091083,3.0
0111091084,43.0
0111091088,120.0
0111091402,0.0
0111091403,0.0
0111091404,0.0
0111091405,0.0
0111091406,0.0
0111091407,0.0
0111091408,0.0
0111091409,0.0
0111091410,0.0
0111091411,0.0
0111091412,0.0
0111091413,0.0
0111091414,0.0
0111091415,0.0
0111091416,0.0
0111091417,0.0
0111091600,13.0
0111091601,102.0
0111091602,7.0
0111091603,0.0
0111091604,118.0
0111091605,53.0
0111091606,43.0
0111091607,21.0
0111091700,148.0
0111091701,0.0
0111091702,0.0
0111091800,58.0
0111091802,103.0
0111091803,63.0
0111091804,51.0
0111091805,251.0
0111091806,25.0
0111091807,32.0
0111091809,37.0
0111091810,185.0
0111091811,48.0
0111091812,187.0
0111091813,17.0
0111091814,169.0
0111091815,100.0
0111091817,87.0
0111092001,213.0
0111092005,0.0
0111092006,67.0
0111092007,3.0
0111092008,105.0
0111092009,167.0
0111092010,174.0
0111092012,62.0
0111092013,131.0
0111092014,105.0
0111092015,84.0
0111092017,94.0
0111092203,92.0
0111092204,82.0
0111092205,84.0
0111092206,74.0
0111092207,101.0
0111092208,0.0
0111092209,62.0
0111092210,45.0
0111092211,120.0
0111092212,95.0
0111092213,66.0
0111092214,183.0
0111092215,107.0
0111092216,54.0
0111092217,52.0
0111092218,27.0
0111092219,49.0
0111092220,130.0
0111092223,95.0
0111092224,108.0
0111092225,87.0
0111092226,52.0
0111092228,146.0
0111092229,118.0
0111092230,121.0
0111092231,117.0
0111092232,89.0
0111092233,98.0
0111092234,119.0
0111092235,110.0
0111092237,125.0
0111092238,0.0
0111092239,42.0
0111092240,129.0
0111092241,117.0
0111092242,77.0
0111092243,0.0
0111092244,64.0
0111092245,101.0
0111092246,0.0
0111092247,64.0
0111092248,273.0
0111092400,0.0
0111092401,0.0
0111092402,0.0
0111092403,0.0
0111092600,215.0
0111092601,102.0
0111092700,0.0
0111092701,12.0
0111092702,43.0
0111092703,37.0
0111092801,75.0
0111093002,58.0
0111093600,0.0
0111093601,0.0
0111093602,12.0
0111094001,0.0
0111094002,0.0
0111094003,0.0
0111095001,16.0
0111095004,23.0
0111095800,13.0
0111097001,0.0
0111097002,136.0
0111097005,86.0
0111097010,0.0
0111097011,90.0
0111097400,0.0
0111097401,0.0
0111097402,0.0
0111097403,0.0
0111097404,0.0
0111097405,0.0
0111097406,0.0
0111097407,0.0
0111097408,0.0
0111097409,0.0
0111097410,0.0
0111097411,0.0
0111097412,0.0
0111097413,0.0
0111097414,0.0
0111097415,0.0
0111097416,0.0
0111097417,0.0
0111097418,0.0
0111097419,0.0
0111097420,0.0
0111097601,0.0
0111097602,8.0
0111097604,0.0
0111097700,343.0
0111097701,35.0
0111097702,26.0
0111097703,0.0
0111097704,101.0
0111097804,52.0
0111097805,0.0
0111097808,30.0
0111097809,121.0
0111097810,118.0
0111097812,6.0
0111097813,34.0
0111097814,57.0
0111097815,28.0
0111097816,75.0
0111097817,87.0
0111097818,39.0
0111097819,36.0
0111097820,35.0
0111097821,23.0
0111097822,36.0
0111097823,28.0
0111097824,179.0
0111097825,81.0
0111099001,0.0
0111099002,194.0
0111099003,243.0
0111099004,174.0
0111099005,244.0
0111099006,277.0
0111099007,71.0
0111099008,331.0
0111099009,273.0
0111099010,9.0
0111099500,0.0
0111106001,1.0
0111106002,76.0
0111106003,166.0
0111106008,265.0
0111106009,334.0
0111106400,0.0
0111106401,0.0
0111106402,0.0
0111106500,0.0
0111106501,0.0
0111106502,0.0
0111106503,0.0
0111106600,279.0
0111107007,242.0
0111107008,367.0
0111107009,78.0
0111107010,301.0
0111107011,259.0
0111107013,191.0
0111107014,214.0
0111107016,0.0
0111107400,0.0
0111107600,171.0
0111109001,277.0
0111109004,184.0
0111109005,353.0
0111109007,231.0
0111109008,192.0
0111109012,178.0
0111111001,58.0
0111111002,99.0
0111111003,130.0
0111111004,132.0
0111111005,73.0
0111111006,125.0
0111111007,281.0
0111111008,85.0
0111111009,237.0
0111111400,0.0
0111111401,0.0
0111111501,0.0
0111114001,50.0
0111114002,121.0
0111114003,75.0
0111114004,53.0
0111114005,174.0
0111114006,193.0
0111114007,128.0
0111114008,89.0
0111129001,134.0
0111129009,151.0
0111129010,122.0
0111129011,199.0
0111129012,189.0
0111129013,92.0
0111130007,91.0
0111130008,304.0
0111130011,176.0
0111130012,86.0
0111130015,49.0
0111130017,29.0
0111130019,39.0
0111130020,216.0
0111130021,110.0
0111130022,74.0
0111130023,135.0
0111133001,75.0
0111133002,205.0
0111133003,259.0
0111133004,272.0
0111133007,228.0
0111134001,287.0
0111134002,176.0
0111134004,290.0
0111134013,86.0
0111134014,133.0
0111134019,36.0
0111134600,251.0
0111134601,45.0
0111134602,67.0
0111134604,30.0
0111134606,47.0
0111134700,114.0
0111134801,151.0
0111135001,179.0
0111135005,158.0
0111135006,362.0
0111135700,0.0
0111135800,0.0
0111135801,52.0
0111135802,41.0
0111135803,41.0
0111135804,71.0
0111135805,45.0
0111135806,51.0
0111135807,41.0
0111135808,44.0
0111135809,72.0
0111135810,83.0
0111135811,74.0
0111135812,56.0
0111135813,27.0
0111135814,91.0
0111135815,109.0
0111135816,85.0
0111135817,89.0
0111135818,87.0
0111135819,89.0
0111135820,44.0
0111135821,41.0
0111135822,87.0
0111135823,75.0
0111135824,84.0
0111135825,82.0
0111135826,82.0
0111135827,95.0
0111135828,22.0
0111135829,52.0
0111135830,0.0
0111135831,0.0
0111135832,59.0
0111135833,82.0
0111135834,0.0
0111135835,166.0
0111135836,238.0
0111135839,142.0
0111135840,23.0
0111135841,76.0
0111135842,112.0
0111135843,65.0
0111135850,708.0
0111136001,549.0
0111136003,82.0
0111136016,120.0
0111136017,98.0
0111136800,297.0
0111136801,220.0
0111137004,0.0
0111137006,184.0
0111137007,318.0
0111137008,217.0
0111137009,331.0
0111137010,21.0
0111138002,185.0
0111138003,0.0
0111138004,135.0
0111138005,113.0
0111138006,27.0
0111138012,40.0
0111138013,156.0
0111138014,142.0
0111138015,106.0
0111138016,120.0
0111138017,89.0
0111163004,202.0
0111163006,207.0
0111163009,34.0
0111163010,31.0
0111163012,14.0
0111163013,69.0
0111163014,51.0
0111163015,19.0
0111163016,171.0
0111163018,81.0
0111163400,0.0
0111163401,0.0
0111163600,102.0
0111163601,52.0
0111163602,64.0
0111163603,100.0
0111168001,278.0
0111168002,366.0
0111168004,168.0
0111168006,236.0
0111168007,157.0
0111168400,0.0
0111168600,171.0
0111186003,32.0
0111186004,111.0
0111186005,14.0
0111186400,0.0
0111186401,0.0
0111186402,0.0
0111186403,0.0
0111186404,0.0
0111186405,0.0
0111186406,0.0
0111186407,0.0
0111186408,0.0
0111186600,57.0
0111187010,26.0
0111187804,41.0
0111189008,0.0
0111189400,0.0
0111189601,0.0
0111196002,23.0
0111196003,15.0
0111196800,21.0
0111198600,61.0
0111206005,319.0
0111206006,89.0
0111206007,113.0
0111206011,355.0
0111206012,35.0
0111206015,75.0
0111206016,206.0
0111206018,75.0
0111206400,0.0
0111206401,0.0
0111206402,0.0
0111206403,0.0
0111206604,0.0
0111206605,0.0
0111206700,169.0
0111207003,351.0
0111207004,256.0
0111207006,0.0
0111207015,0.0
0111207017,76.0
0111207019,0.0
0111207020,89.0
0111207021,285.0
0111207700,148.0
0111207701,71.0
0111207702,270.0
0111207703,69.0
0111209003,217.0
0111209009,85.0
0111209010,436.0
0111209011,165.0
0111209013,334.0
0111209014,200.0
0111209400,0.0
0111209600,286.0
0111211010,88.0
0111211011,24.0
0111211012,66.0
0111211013,266.0
0111211014,86.0
0111211015,145.0
0111211016,292.0
0111211500,0.0
0111214009,258.0
0111214010,145.0
0111214011,84.0
0111214012,124.0
0111214013,134.0
0111214014,168.0
0111214015,164.0
0111229002,112.0
0111229004,161.0
0111229005,93.0
0111229006,175.0
0111229007,120.0
0111229008,199.0
0111230003,246.0
0111230004,32.0
0111230005,152.0
0111230006,223.0
0111230009,110.0
0111230010,238.0
0111230011,0.0
0111230400,0.0
0111230401,0.0
0111230403,0.0
0111230404,0.0
0111230405,0.0
0111230600,61.0
0111230800,57.0
0111230802,54.0
0111230803,64.0
0111230804,53.0
0111230809,0.0
0111230810,180.0
0111233005,233.0
0111233006,280.0
0111233008,185.0
0111233009,125.0
0111233010,195.0
0111233011,86.0
0111233012,164.0
0111233500,0.0
0111233501,0.0
0111234005,22.0
0111234006,280.0
0111234007,149.0
0111234008,141.0
0111234009,113.0
0111235004,145.0
0111235005,120.0
0111235007,234.0
0111235008,4.0
0111235009,191.0
0111235010,88.0
0111235011,435.0
0111235012,51.0
0111235014,73.0
0111235015,58.0
0111235016,59.0
0111235017,53.0
0111235018,43.0
0111235019,48.0
0111235020,50.0
0111235021,16.0
0111235022,41.0
0111235023,119.0
0111235024,115.0
0111235025,111.0
0111235026,134.0
0111235027,64.0
0111235800,28.0
0111235801,62.0
0111236004,147.0
0111236005,100.0
0111236009,145.0
0111236010,0.0
0111236013,234.0
0111236014,93.0
0111236015,235.0
0111236400,0.0
0111236401,0.0
0111236402,0.0
0111236600,174.0
0111236601,137.0
0111236602,174.0
0111236800,139.0
0111236802,158.0
0111237002,83.0
0111237003,402.0
0111237005,259.0
0111237600,339.0
0111238001,278.0
0111238007,137.0
0111238008,0.0
0111238009,276.0
0111238010,128.0
0111238011,289.0
0111238400,0.0
0111238500,0.0
0111263007,54.0
0111263008,71.0
0111263009,107.0
0111263010,160.0
0111263011,192.0
0111263012,72.0
0111263013,66.0
0111263014,129.0
0111263015,114.0
0111263017,0.0
0111263019,0.0
0111263400,0.0
0111263401,0.0
0111263402,0.0
0111263700,231.0
0111268006,203.0
0111268007,131.0
0111268008,154.0
0111268010,0.0
0111268011,105.0
0111268012,156.0
0111268013,183.0
0111268014,79.0
0111268015,126.0
0111268400,0.0
0111268401,0.0
0111268402,0.0
0111268403,0.0
0111268404,0.0
0111268600,565.0
0111286009,130.0
0111286015,0.0
0111286016,0.0
0111286400,0.0
0111286401,0.0
0111286402,0.0
0111286403,0.0
0111286600,387.0
0111286800,201.0
0111286801,184.0
0111286802,45.0
0111286803,78.0
0111286804,38.0
0111286805,49.0
0111287002,229.0
0111287003,88.0
0111287004,138.0
0111287005,160.0
0111287006,146.0
0111287011,170.0
0111287013,2.0
0111287014,303.0
0111287600,152.0
0111287800,331.0
0111287803,175.0
0111287805,81.0
0111289009,105.0
0111289010,58.0
0111289013,57.0
0111289014,139.0
0111289016,197.0
0111289019,46.0
0111289020,91.0
0111289025,29.0
0111289026,301.0
0111289027,137.0
0111289028,55.0
0111289031,52.0
0111289032,40.0
0111289036,63.0
0111289037,32.0
0111289038,29.0
0111289039,25.0
0111289040,29.0
0111289041,50.0
0111289042,54.0
0111289043,0.0
0111289046,204.0
0111289047,20.0
0111289048,56.0
0111289400,0.0
0111289401,0.0
0111289409,0.0
0111289410,0.0
0111289411,0.0
0111289412,0.0
0111289413,0.0
0111289414,0.0
0111289600,0.0
0111289601,258.0
0111289602,210.0
0111289603,55.0
0111289604,316.0
0111289608,213.0
0111289610,0.0
0111289611,0.0
0111289700,47.0
0111289701,76.0
0111289702,69.0
0111289703,103.0
0111289704,38.0
0111289802,52.0
0111289803,29.0
0111289804,38.0
0111289805,14.0
0111289806,53.0
0111289807,51.0
0111289808,12.0
0111289809,25.0
0111289810,11.0
0111289811,43.0
0111289812,151.0
0111289814,369.0
0111289816,81.0
0111289817,156.0
0111289819,152.0
0111296801,59.0
0111296802,107.0
0111296803,115.0
0111296804,69.0
0111296805,44.0
0111298002,0.0
0111298004,0.0
0111298005,108.0
0111298006,86.0
0111298007,28.0
0111298008,58.0
0111298009,39.0
0111298010,24.0
0111298011,65.0
0111298012,65.0
0111298013,42.0
0111298014,53.0
0111298015,63.0
0111298600,0.0
0111298601,0.0
0111298602,0.0
0111298603,69.0
0111298604,68.0
0111298801,37.0
0111298802,0.0
0112001002,218.0
0112001003,146.0
0112001004,0.0
0112001005,262.0
0112001006,142.0
0112001007,286.0
0112001008,18.0
0112001009,266.0
0112001010,260.0
0112001011,182.0
0112001400,0.0
0112001401,0.0
0112001402,0.0
0112001403,0.0
0112001600,1026.0
0112002001,260.0
0112002002,249.0
0112002003,351.0
0112002004,548.0
0112002005,336.0
0112002006,1016.0
0112002007,488.0
0112002008,708.0
0112002009,352.0
0112002010,194.0
0112002011,392.0
0112003002,908.0
0112003003,504.0
0112003004,498.0
0112003005,372.0
0112003006,628.0
0112003007,600.0
0112003008,544.0
0112003400,0.0
0112003600,624.0
0112005001,1230.0
0112005002,816.0
0112005003,715.0
0112005004,755.0
0112005005,420.0
0112005006,588.0
0112005007,846.0
0112005008,0.0
0112008001,1005.0
0112008002,635.0
0112008003,440.0
0112008004,330.0
0112008005,1224.0
0112008006,860.0
0112008007,548.0
0112008008,348.0
0112008009,696.0
0112009001,680.0
0112009002,680.0
0112009003,340.0
0112009004,708.0
0112009005,580.0
0112009006,612.0
0112009007,1528.0
0112009008,428.0
0112010001,388.0
0112010002,548.0
0112010003,524.0
0112010004,408.0
0112010005,592.0
0112010006,520.0
0112010007,264.0
0112010008,540.0
0112010009,384.0
0112011001,696.0
0112011002,324.0
0112011003,522.0
0112011004,596.0
0112011005,366.0
0112011006,309.0
0112011007,420.0
0112011008,243.0
0112011009,735.0
0112011010,393.0
0112011011,159.0
0112011012,378.0
0112013002,156.0
0112013003,747.0
0112013004,678.0
0112013005,306.0
0112013006,310.0
0112013007,755.0
0112013008,990.0
0112013009,95.0
0112013010,675.0
0112013400,0.0
0112013401,0.0
0112013402,0.0
0112013403,0.0
0112013600,531.0
0112014001,315.0
0112014002,630.0
0112014004,155.0
0112014005,20.0
0112014006,820.0
0112014007,592.0
0112014008,0.0
0112014009,436.0
0112014010,6.0
0112014400,0.0
0112014401,0.0
0112014402,0.0
0112014600,215.0
0112015003,584.0
0112015004,712.0
0112015005,788.0
0112015006,200.0
0112015008,366.0
0112015009,0.0
0112015400,0.0
0112015401,0.0
0112015600,300.0
0112015601,850.0
0112015800,0.0
0112015801,0.0
0112018001,1212.0
0112018002,716.0
0112018004,820.0
0112018005,360.0
0112018006,1146.0
0112018008,1296.0
0112018009,1014.0
0112018010,546.0
0112018011,100.0
0112018012,395.0
0112018400,0.0
0112018500,0.0
0112018600,670.0
0112021001,665.0
0112021002,664.0
0112021003,380.0
0112021004,288.0
0112021005,372.0
0112021006,411.0
0112021007,203.0
0112021008,140.0
0112022001,531.0
0112022002,356.0
0112022003,380.0
0112022004,654.0
0112022005,282.0
0112022006,352.0
0112022007,113.0
0112022008,133.0
0112022009,131.0
0112023001,165.0
0112023002,228.0
0112023003,69.0
0112023004,42.0
0112023005,606.0
0112023006,218.0
0112023007,1635.0
0112023008,125.0
0112023009,52.0
0112023010,2.0
0112023011,82.0
0112023012,7.0
0112023400,0.0
0112024001,348.0
0112024002,128.0
0112024003,474.0
0112024004,312.0
0112024005,50.0
0112024006,176.0
0112024007,620.0
0112024008,274.0
0112024009,274.0
0112024010,322.0
0112026001,268.0
0112026002,374.0
0112026003,0.0
0112026004,294.0
0112026005,374.0
0112026006,444.0
0112026007,358.0
0112026008,332.0
0112026009,326.0
0112026010,238.0
0112031001,2.0
0112031002,174.0
0112031003,300.0
0112031004,322.0
0112031005,138.0
0112031006,200.0
0112031007,236.0
0112031008,0.0
0112031009,14.0
0112031010,288.0
0112031011,332.0
0112031400,0.0
0112033001,98.0
0112033002,119.0
0112033003,53.0
0112033004,82.0
0112033005,165.0
0112033006,52.0
0112033007,79.0
0112033008,210.0
0112033009,228.0
0112033010,205.0
0112034001,390.0
0112034002,168.0
0112034004,134.0
0112034005,165.0
0112034008,792.0
0112034600,113.0
0112034601,62.0
0112034602,67.0
0112034603,77.0
0112034604,90.0
0112034605,1205.0
0112034802,1.0
0112104001,565.0
0112104002,1475.0
0112104003,570.0
0112104007,805.0
0112104008,510.0
0112104009,645.0
0112104013,408.0
0112106001,995.0
0112106002,1315.0
0112106003,915.0
0112106004,1615.0
0112106005,0.0
0112106010,0.0
0112106400,0.0
0112106401,0.0
0112106402,0.0
0112106501,0.0
0112106502,0.0
0112106503,0.0
0112107001,1062.0
0112107002,970.0
0112107006,495.0
0112107007,540.0
0112107008,640.0
0112107009,480.0
0112112001,579.0
0112112002,204.0
0112112003,550.0
0112112004,243.0
0112112005,488.0
0112112011,146.0
0112112012,142.0
0112112013,73.0
0112112014,260.0
0112112015,278.0
0112112400,0.0
0112112401,0.0
0112112402,0.0
0112112403,0.0
0112112600,282.0
0112116006,543.0
0112116008,596.0
0112116009,612.0
0112116010,760.0
0112116011,636.0
0112117004,804.0
0112117005,700.0
0112117006,688.0
0112117007,435.0
0112117008,620.0
0112119001,880.0
0112119002,835.0
0112119003,356.0
0112119004,248.0
0112119005,0.0
0112119006,832.0
0112119007,388.0
0112119008,0.0
0112119011,476.0
0112120001,548.0
0112120002,0.0
0112120003,260.0
0112120004,1670.0
0112120005,692.0
0112120006,312.0
0112120007,500.0
0112120008,790.0
0112120009,844.0
0112120010,1036.0
0112125006,392.0
0112125007,486.0
0112125008,274.0
0112125011,0.0
0112125012,429.0
0112125013,108.0
0112125015,224.0
0112125016,276.0
0112125500,0.0
0112125700,4.0
