CODCOMP_STR,POBLACION
1001025406,0.0
1001025800,990.0
1001026001,190.0
1001026002,606.0
1001026003,444.0
1001026004,204.0
1001026005,246.0
1001026006,210.0
1001026007,276.0
1001026008,580.0
1001026009,235.0
1001026010,678.0
1001026011,330.0
1001031002,24.0
1001031003,8.0
1001031004,0.0
1001031005,2.0
1001031006,12.0
1001031007,4.0
1001031009,0.0
1001031011,1.0
1001031012,0.0
1001031013,6.0
1001031015,0.0
1001031016,4.0
1001031018,0.0
1001031019,6.0
1001031020,14.0
1001031021,0.0
1001031022,0.0
1001031023,0.0
1001031026,0.0
1001031027,0.0
1001031028,0.0
1001031029,0.0
1001031030,0.0
1001031031,0.0
1001031032,0.0
1001031033,1.0
1001031034,0.0
1001031035,4.0
1001031036,166.0
1001031400,0.0
1001031401,0.0
1001031402,0.0
1001031403,0.0
1001031404,0.0
1001031405,0.0
1001031406,0.0
1001031407,0.0
1001031408,0.0
1001031409,0.0
1001031410,0.0
1001031413,0.0
1001031414,0.0
1001031415,0.0
1001031416,0.0
1001031417,0.0
1001031418,0.0
1001031419,0.0
1001031420,0.0
1001031421,0.0
1001031422,0.0
1001031423,0.0
1001031424,0.0
1001031425,0.0
1001031426,0.0
1001031427,0.0
1001031428,0.0
1001031429,0.0
1001031431,0.0
1001031432,0.0
1001031433,0.0
1001031434,0.0
1001031435,0.0
1001031436,0.0
1001031437,0.0
1001031438,0.0
1001031439,0.0
1001031440,0.0
1001031441,0.0
1001031442,0.0
1001031443,0.0
1001031444,0.0
1001031445,0.0
1001031446,0.0
1001031600,42.0
1001031601,0.0
1001031602,0.0
1001031603,10.0
1001031604,0.0
1001031605,6.0
1001031800,36.0
1001031802,0.0
1001034002,2.0
1001034006,19.0
1001034007,8.0
1001034008,8.0
1001034009,0.0
1001034012,14.0
1001034013,18.0
1001034014,2.0
1001034015,14.0
1001034016,1.0
1001034017,11.0
1001034018,2.0
1001034019,0.0
1001034021,0.0
1001034022,3.0
1001034023,0.0
1001034024,4.0
1001034202,0.0
1001034203,0.0
1001034400,0.0
1001034401,0.0
1001034403,0.0
1001034404,0.0
1001034405,0.0
1001034600,0.0
1001034601,0.0
1001034604,1.0
1001034605,0.0
1001034700,0.0
1001034801,2.0
1001034802,0.0
1001035003,14.0
1001035004,3.0
1001035006,0.0
1001035008,0.0
1001035009,4.0
1001035010,0.0
1001035014,0.0
1001035015,0.0
1001035016,0.0
1001035017,0.0
1001035019,2.0
1001035020,0.0
1001035400,0.0
1001035401,0.0
1001035500,0.0
1001035501,0.0
1001035600,0.0
1001035601,0.0
1001035602,0.0
1001035603,0.0
1001035801,0.0
1001035802,0.0
1001035803,1.0
1001035804,0.0
1001035805,0.0
1001035806,3.0
1001035807,6.0
1001035808,0.0
1001035809,0.0
1001035810,0.0
1001035811,0.0
1001035812,0.0
1001035813,0.0
1001035814,0.0
1001035815,0.0
1001035816,0.0
1001035817,0.0
1001035818,0.0
1001035819,0.0
1001035820,0.0
1001035822,4.0
1001035823,0.0
1001036001,10.0
1001036007,4.0
1001036008,0.0
1001036009,28.0
1001036010,20.0
1001036011,78.0
1001036013,36.0
1001036014,50.0
1001036016,2.0
1001036400,0.0
1001036403,0.0
1001036404,0.0
1001036405,0.0
1001036406,0.0
1001036407,0.0
1001036408,0.0
1001036409,0.0
1001036410,0.0
1001036411,0.0
1001036412,0.0
1001036602,0.0
1001036603,0.0
1001036605,0.0
1001036606,0.0
1001036607,0.0
1001036608,0.0
1001036609,9.0
1001036700,0.0
1001038002,108.0
1001038003,107.0
1001038004,99.0
1001038005,114.0
1001038006,108.0
1001038007,109.0
1001038008,99.0
1001038009,98.0
1001038010,85.0
1001038012,201.0
1001038013,55.0
1001038014,250.0
1001038015,216.0
1001038016,220.0
1001038017,178.0
1001038019,38.0
1001038401,0.0
1001038402,0.0
1001038403,0.0
1001038404,0.0
1001038405,0.0
1001038406,0.0
1001038600,0.0
1001038601,0.0
1001038602,0.0
1001038603,0.0
1001038604,0.0
1001038801,0.0
1001038802,0.0
1001038803,0.0
1001038804,50.0
1001038805,290.0
1001044001,486.0
1001044002,144.0
1001044003,504.0
1001044004,692.0
1001044005,1696.0
1001044006,384.0
1001044007,1700.0
1001044008,1305.0
1001044010,1136.0
1001044012,1240.0
1001044014,2220.0
1001044015,1254.0
1001044016,372.0
1001044017,1340.0
1001044018,328.0
1001044019,96.0
1001044020,780.0
1001044021,1902.0
1001044022,1710.0
1001044400,0.0
1001044500,0.0
1001044600,10.0
1001044800,784.0
1001044801,372.0
1001044802,56.0
1001044803,1705.0
1001044804,135.0
1001045003,546.0
1001045004,395.0
1001045005,580.0
1001045006,705.0
1001045007,420.0
1001045008,480.0
1001045011,456.0
1001045012,336.0
1001045013,520.0
1001045014,775.0
1001045015,535.0
1001045016,464.0
1001045017,114.0
1001045018,96.0
1001045019,33.0
1001045020,147.0
1001045021,207.0
1001045022,198.0
1001045025,325.0
1001045600,384.0
1001045601,104.0
1001045602,372.0
1001045603,144.0
1001045604,72.0
1001045605,2275.0
1001045606,580.0
1001045700,395.0
1001045800,333.0
1001045801,432.0
1001045802,0.0
1001045804,84.0
1001046002,270.0
1001046003,680.0
1001046004,156.0
1001046005,0.0
1001046006,0.0
1001046008,413.0
1001046009,162.0
1001046010,180.0
1001046011,188.0
1001046013,225.0
1001046014,345.0
1001046015,252.0
1001046016,496.0
1001046017,100.0
1001046018,108.0
1001046019,132.0
1001046020,144.0
1001046400,0.0
1001046401,0.0
1001046402,0.0
1001046403,0.0
1001046404,0.0
1001046500,0.0
1001046600,216.0
1001046602,1048.0
1001046603,315.0
1001046700,0.0
1001048001,24.0
1001048002,12.0
1001048003,66.0
1001048004,96.0
1001048006,48.0
1001048007,62.0
1001048008,24.0
1001048009,27.0
1001048012,102.0
1001048013,212.0
1001048015,0.0
1001048016,33.0
1001048017,18.0
1001048018,9.0
1001048019,24.0
1001048020,12.0
1001048021,30.0
1001048022,45.0
1001048023,32.0
1001048024,21.0
1001048025,21.0
1001048026,0.0
1001048027,21.0
1001048028,15.0
1001048030,36.0
1001048031,6.0
1001048041,84.0
1001048049,136.0
1001048400,0.0
1001048401,0.0
1001048402,0.0
1001048403,0.0
1001048404,0.0
1001048405,0.0
1001048406,0.0
1001048407,0.0
1001048408,0.0
1001048409,0.0
1001048410,0.0
1001048411,0.0
1001048412,0.0
1001048413,0.0
1001048414,0.0
1001048415,0.0
1001048416,0.0
1001048417,0.0
1001048418,0.0
1001048500,0.0
1001048600,12.0
1001048601,356.0
1001048602,33.0
1001048603,64.0
1001048604,144.0
1001048605,0.0
1001048606,3.0
1001048607,27.0
1001048608,39.0
1001048609,0.0
1001048610,0.0
1001048611,0.0
1001053001,0.0
1001053002,0.0
1001053003,10.0
1001053004,0.0
1001053006,0.0
1001053007,0.0
1001053008,22.0
1001053009,6.0
1001053010,0.0
1001053013,0.0
1001053014,1.0
1001053015,2.0
1001053016,6.0
1001053017,13.0
1001053018,0.0
1001053019,0.0
1001053020,0.0
1001053021,7.0
1001053022,0.0
1001053023,4.0
1001053024,3.0
1001053025,3.0
1001053026,20.0
1001053027,12.0
1001053028,3.0
1001053400,0.0
1001053401,0.0
1001053402,0.0
1001053403,0.0
1001053502,0.0
1001053503,0.0
1001053505,0.0
1001053506,0.0
1001053507,0.0
1001053508,0.0
1001053510,0.0
1001053511,0.0
1001053600,0.0
1001053601,15.0
1001055002,23.0
1001055003,20.0
1001055004,1.0
1001055005,36.0
1001055006,11.0
1001055007,21.0
1001055008,69.0
1001055009,29.0
1001055010,8.0
1001055011,11.0
1001055012,0.0
1001055013,11.0
1001055014,22.0
1001055015,21.0
1001055016,4.0
1001055017,17.0
1001055018,5.0
1001055019,3.0
1001055020,0.0
1001055021,0.0
1001055022,0.0
1001055023,24.0
1001055024,0.0
1001055025,7.0
1001055031,39.0
1001055032,36.0
1001055037,8.0
1001055400,0.0
1001055401,0.0
1001055402,0.0
1001055403,0.0
1001055404,0.0
1001055405,0.0
1001055406,0.0
1001055407,0.0
1001055408,0.0
1001055409,0.0
1001055410,0.0
1001055411,0.0
1001055412,0.0
1001055413,0.0
1001055414,0.0
1001055415,0.0
1001055500,0.0
1001055501,0.0
1001055503,0.0
1001055506,0.0
1001055508,0.0
1001055601,0.0
1001055700,9.0
1001055800,41.0
1001058001,217.0
1001058002,826.0
1001058003,984.0
1001058004,105.0
1001058005,296.0
1001058006,259.0
1001058007,350.0
1001058008,150.0
1001058009,364.0
1001058010,330.0
1001058014,0.0
1001058016,230.0
1001058017,125.0
1001058018,186.0
1001058019,116.0
1001058020,96.0
1001058021,148.0
1001058022,460.0
1001058023,116.0
1001058024,90.0
1001058025,960.0
1001058400,0.0
1001058402,0.0
1001058403,0.0
1001058404,0.0
1001058405,0.0
1001058406,0.0
1001058407,0.0
1001058408,0.0
1001058500,0.0
1001058501,0.0
1001058502,0.0
1001058600,504.0
1001058601,300.0
1001058603,255.0
1001058604,959.0
1001058700,0.0
1001058701,318.0
1001059003,33.0
1001059004,4.0
1001059005,20.0
1001059008,4.0
1001059013,33.0
1001059018,260.0
1001059019,159.0
1001059020,111.0
1001059021,177.0
1001059022,78.0
1001059024,5.0
1001059025,2.0
1001059026,0.0
1001059027,0.0
1001059028,0.0
1001059029,0.0
1001059030,0.0
1001059031,0.0
1001059032,0.0
1001059033,0.0
1001059036,139.0
1001059041,100.0
1001059503,0.0
1001059600,11.0
1001059601,7.0
1001059602,5.0
1001059603,4.0
1001059604,0.0
1001059605,6.0
1001059606,0.0
1001059607,0.0
1001059608,0.0
1001059609,0.0
1001059610,0.0
1001059700,340.0
1001059800,137.0
1001059801,184.0
1001059803,178.0
1001059805,70.0
1001060001,1.0
1001060002,0.0
1001060003,0.0
1001060004,0.0
1001060005,0.0
1001060006,3.0
1001060007,3.0
1001060008,2.0
1001060010,1.0
1001060011,3.0
1001060012,4.0
1001060013,17.0
1001060014,5.0
1001060015,3.0
1001060017,0.0
1001060019,0.0
1001060020,0.0
1001060021,10.0
1001060022,2.0
1001060023,0.0
1001060024,5.0
1001060027,33.0
1001060029,127.0
1001060030,60.0
1001060500,0.0
1001060501,0.0
1001060502,0.0
1001060503,0.0
1001060600,7.0
1001060601,0.0
1001060602,72.0
1001060603,46.0
1001060604,0.0
1001060605,55.0
1001060606,25.0
1001060607,22.0
1001060608,102.0
1001060609,6.0
1001060800,144.0
1001061001,4.0
1001061002,0.0
1001061003,4.0
1001061004,5.0
1001061005,3.0
1001061006,0.0
1001061007,4.0
1001061008,0.0
1001061010,0.0
1001061011,5.0
1001061012,3.0
1001061013,0.0
1001061014,6.0
1001061015,0.0
1001061018,3.0
1001061019,0.0
1001061020,1.0
1001061021,0.0
1001061022,7.0
1001061400,0.0
1001061401,0.0
1001061402,0.0
1001061403,0.0
1001061404,0.0
1001061405,0.0
1001061406,0.0
1001061407,0.0
1001061408,0.0
1001061409,0.0
1001061410,0.0
1001061411,0.0
1001061501,0.0
1001061502,0.0
1001061503,0.0
1001061504,0.0
1001061600,0.0
1001061601,6.0
1001061602,4.0
1001061603,0.0
1001061604,2.0
1001061605,0.0
1001061608,2.0
1001061700,2.0
1001062001,0.0
1001062002,0.0
1001062003,0.0
1001062004,1.0
1001062005,0.0
1001062007,0.0
1001062008,2.0
1001062009,0.0
1001062010,0.0
1001062011,0.0
1001062012,0.0
1001062013,4.0
1001062014,14.0
1001062015,3.0
1001062017,4.0
1001062018,16.0
1001062020,1.0
1001062021,7.0
1001062022,0.0
1001062023,0.0
1001062024,7.0
1001062025,4.0
1001062026,4.0
1001062027,3.0
1001062028,0.0
1001062029,12.0
1001062400,0.0
1001062401,0.0
1001062402,0.0
1001062403,0.0
1001062404,0.0
1001062405,0.0
1001062406,0.0
1001062600,9.0
1001062601,1.0
1001062602,0.0
1001062603,0.0
1001062604,0.0
1001062605,6.0
1001064014,106.0
1001064033,18.0
1001064037,76.0
1001064038,24.0
1001064039,92.0
1001064040,60.0
1001064041,0.0
1001064045,0.0
1001064400,0.0
1001064401,0.0
1001064402,0.0
1001064403,0.0
1001064404,0.0
1001064500,0.0
1001064501,0.0
1001064600,20.0
1001064603,7.0
1001064604,0.0
1001064605,45.0
1001064606,0.0
1001064607,0.0
1001064608,0.0
1001064609,2.0
1001064610,4.0
1001064611,10.0
1001064612,0.0
1001064613,118.0
1001064614,46.0
1001064615,78.0
1001064616,8.0
1001064617,56.0
1001064618,38.0
1001064619,60.0
1001064620,0.0
1001064621,80.0
1001064622,144.0
1001064623,489.0
1001064700,56.0
1001064803,72.0
1001064804,188.0
1001064805,168.0
1001064806,117.0
1001064807,210.0
1001064808,152.0
1001065002,22.0
1001065003,10.0
1001065004,25.0
1001065005,30.0
1001065006,4.0
1001065007,6.0
1001065008,14.0
1001065009,7.0
1001065010,22.0
1001065013,18.0
1001065014,45.0
1001065015,27.0
1001065017,13.0
1001065018,32.0
1001065019,24.0
1001065020,76.0
1001065021,85.0
1001065022,90.0
1001065023,231.0
1001065025,30.0
1001065026,32.0
1001065028,16.0
1001065400,0.0
1001065401,0.0
1001065402,0.0
1001065403,0.0
1001065404,0.0
1001065600,324.0
1001065601,74.0
1001065604,3.0
1001065605,0.0
1001065606,0.0
1001065607,0.0
1001065608,0.0
1001065700,42.0
1001065800,19.0
1001065803,29.0
1001065804,11.0
1001066002,85.0
1001066003,38.0
1001066004,37.0
1001066005,13.0
1001066006,90.0
1001066007,41.0
1001066008,46.0
1001066009,77.0
1001066010,87.0
1001066011,41.0
1001066012,71.0
1001066013,0.0
1001066014,67.0
1001066015,78.0
1001066016,92.0
1001066017,91.0
1001066018,54.0
1001066019,87.0
1001066020,70.0
1001066021,65.0
1001066022,30.0
1001066023,47.0
1001066024,34.0
1001066025,65.0
1001066026,13.0
1001066029,3.0
1001066030,0.0
1001066031,6.0
1001066600,15.0
1001066601,0.0
1001066800,6.0
1001066801,17.0
1001066802,40.0
1001066803,29.0
1001066804,20.0
1001067001,0.0
1001067002,0.0
1001067003,0.0
1001067004,0.0
1001067005,0.0
1001067006,0.0
1001067007,0.0
1001067008,5.0
1001067009,0.0
1001067010,1.0
1001067011,0.0
1001067012,0.0
1001067015,0.0
1001067016,0.0
1001067019,0.0
1001067021,0.0
1001067022,0.0
1001067026,0.0
1001067028,0.0
1001067029,0.0
1001067400,0.0
1001067401,0.0
1001067402,0.0
1001067403,0.0
1001067404,0.0
1001067405,0.0
1001067406,0.0
1001067407,0.0
1001067408,0.0
1001067409,0.0
1001067411,0.0
1001067413,0.0
1001067414,0.0
1001067415,0.0
1001067421,0.0
1001067422,0.0
1001067600,0.0
1001067601,0.0
1001067602,0.0
1001067603,0.0
1001067604,0.0
1001067605,0.0
1001067606,0.0
1001067607,0.0
1001067608,0.0
1001067609,0.0
1001067610,2.0
1001067611,0.0
1001067612,0.0
1001067700,0.0
1001067701,0.0
1001068002,4.0
1001068004,14.0
1001068005,2.0
1001068006,14.0
1001068007,1.0
1001068010,7.0
1001068011,2.0
1001068012,0.0
1001068014,0.0
1001068015,0.0
1001068016,2.0
1001068017,2.0
1001068020,12.0
1001068022,0.0
1001068023,0.0
1001068024,0.0
1001068026,0.0
1001068027,0.0
1001068028,4.0
1001068030,3.0
1001068031,0.0
1001068033,6.0
1001068035,2.0
1001068036,6.0
1001068037,0.0
1001068038,0.0
1001068039,0.0
1001068040,0.0
1001068400,0.0
1001068403,0.0
1001068404,0.0
1001068405,0.0
1001068408,0.0
1001068409,0.0
1001068410,0.0
1001068411,0.0
1001068412,0.0
1001068413,0.0
1001068414,0.0
1001068415,0.0
1001068416,0.0
1001068417,0.0
1001068418,0.0
1001068600,0.0
1001068602,0.0
1001068603,0.0
1001068604,19.0
1001068605,6.0
1001068606,0.0
1001068607,8.0
1001068608,36.0
1001068609,0.0
1001069009,0.0
1001069010,6.0
1001069011,2.0
1001069012,6.0
1001069014,0.0
1001069015,3.0
1001069016,0.0
1001069021,0.0
1001069400,0.0
1001069401,0.0
1001069402,0.0
1001069403,0.0
1001069404,0.0
1001069405,0.0
1001069406,0.0
1001069407,0.0
1001069409,0.0
1001069410,0.0
1001069411,0.0
1001069412,0.0
1001069413,0.0
1001069414,0.0
1001069415,0.0
1001069600,0.0
1001069601,0.0
1001069602,0.0
1001069603,20.0
1001069604,3.0
1001069605,0.0
1001069606,3.0
1001069607,0.0
1001069608,12.0
1001069609,10.0
1001069610,0.0
1001069611,0.0
1001070002,0.0
1001070003,12.0
1001070004,0.0
1001070007,0.0
1001070008,1.0
1001070009,0.0
1001070010,0.0
1001070011,6.0
1001070012,9.0
1001070014,0.0
1001070015,0.0
1001070016,0.0
1001070017,0.0
1001070018,0.0
1001070019,12.0
1001070020,8.0
1001070021,0.0
1001070022,2.0
1001070023,0.0
1001070024,9.0
1001070028,0.0
1001070400,0.0
1001070401,0.0
1001070402,0.0
1001070403,0.0
1001070600,0.0
1001070601,0.0
1001070602,0.0
1001070603,0.0
1001070604,32.0
1001070605,0.0
1001070606,0.0
1001070607,0.0
1001071001,49.0
1001071002,99.0
1001071003,99.0
1001071004,88.0
1001071005,69.0
1001071006,86.0
1001071008,34.0
1001071010,41.0
1001071011,33.0
1001071013,46.0
1001071014,54.0
1001071015,36.0
1001071016,82.0
1001071017,66.0
1001071018,86.0
1001071019,0.0
1001071020,76.0
1001071021,21.0
1001071022,16.0
1001071023,71.0
1001071024,53.0
1001071026,50.0
1001071027,62.0
1001071028,61.0
1001071029,69.0
1001071031,28.0
1001071400,0.0
1001071600,0.0
1001071601,0.0
1001071602,26.0
1001071603,3.0
1001071604,10.0
1001071605,25.0
1001071606,56.0
1001071800,0.0
1001071801,45.0
1001071802,15.0
1001071803,30.0
1001071804,18.0
1001072002,44.0
1001072003,91.0
1001072004,79.0
1001072005,54.0
1001072007,106.0
1001072008,53.0
1001072009,0.0
1001072011,175.0
1001072101,33.0
1001072201,14.0
1001072400,0.0
1001072401,0.0
1001072402,0.0
1001072403,0.0
1001072600,0.0
1001072601,29.0
1001072602,19.0
1001072603,0.0
1001072604,52.0
1001072605,24.0
1001072801,21.0
1001072802,31.0
1001072803,17.0
1001072804,41.0
1001072805,17.0
1001072806,0.0
1001072809,48.0
1001072820,8.0
1001073002,117.0
1001073003,86.0
1001073004,54.0
1001073005,99.0
1001073006,113.0
1001073007,66.0
1001073008,59.0
1001073011,102.0
1001073012,74.0
1001073013,86.0
1001073014,45.0
1001073015,148.0
1001073020,82.0
1001073022,22.0
1001073023,21.0
1001073024,131.0
1001073026,17.0
1001073029,156.0
1001073500,0.0
1001073501,0.0
1001073700,0.0
1001073701,0.0
1001073702,0.0
1001073703,0.0
1001073704,0.0
1001073705,0.0
1001073706,11.0
1001073707,0.0
1001073708,0.0
1001073709,56.0
1001073710,75.0
1001073800,0.0
1001073801,210.0
1001073802,31.0
1001073803,36.0
1001073804,30.0
1001073805,46.0
1001074004,6.0
1001074400,0.0
1001074401,0.0
1001074402,0.0
1001074600,105.0
1001074601,86.0
1001074602,3.0
1001075002,51.0
1001075005,61.0
1001075006,65.0
1001075007,51.0
1001075600,30.0
1001075601,34.0
1001075602,0.0
1001076001,41.0
1001076007,147.0
1001076008,101.0
1001076025,119.0
1001076026,133.0
1001076027,125.0
1001076028,149.0
1001076029,108.0
1001076030,66.0
1001076031,147.0
1001076032,104.0
1001076033,25.0
1001076034,46.0
1001076035,163.0
1001076036,165.0
1001076037,54.0
1001076038,0.0
1001076400,0.0
1001076403,0.0
1001076800,101.0
1001076801,96.0
1001076802,87.0
1001076803,92.0
1001076804,24.0
1001076805,0.0
1001077001,0.0
1001077002,74.0
1001077003,89.0
1001077004,119.0
1001077005,99.0
1001077006,131.0
1001077007,81.0
1001077008,149.0
1001077009,165.0
1001077010,135.0
1001077011,90.0
1001077012,20.0
1001077013,108.0
1001077014,157.0
1001077015,139.0
1001077016,118.0
1001077017,131.0
1001077018,124.0
1001077019,121.0
1001077032,0.0
1001077400,0.0
1001077401,0.0
1001077403,0.0
1001077406,0.0
1001077407,0.0
1001077604,0.0
1001077605,100.0
1001077700,230.0
1001077801,0.0
1001078002,46.0
1001078003,73.0
1001078004,94.0
1001078005,77.0
1001078006,110.0
1001078007,116.0
1001078008,143.0
1001078009,77.0
1001078010,96.0
1001078011,120.0
1001078012,133.0
1001078013,117.0
1001078014,109.0
1001078015,126.0
1001078016,91.0
1001078017,103.0
1001078018,54.0
1001078019,29.0
1001078020,44.0
1001078021,49.0
1001078022,44.0
1001078023,47.0
1001078024,50.0
1001078025,73.0
1001078026,110.0
1001078401,0.0
1001078402,0.0
1001078403,0.0
1001078404,0.0
1001078500,0.0
1001078501,0.0
1001078502,0.0
1001078503,0.0
1001078600,0.0
1001078601,153.0
1001078602,14.0
1001078603,9.0
1001078604,17.0
1001078605,46.0
1001078606,39.0
1001101008,115.0
1001101009,68.0
1001101010,64.0
1001101018,48.0
1001101019,68.0
1001101022,120.0
1001101024,76.0
1001101025,36.0
1001101026,36.0
1001101027,224.0
1001101028,196.0
1001101036,33.0
1001101037,60.0
1001101038,18.0
1001101039,30.0
1001101040,33.0
1001101042,60.0
1001101044,0.0
1001101045,51.0
1001101046,189.0
1001101400,0.0
1001101401,0.0
1001101402,0.0
1001101600,180.0
1001101601,0.0
1001101602,108.0
1001101800,265.0
1001101802,30.0
1001102001,9.0
1001102002,9.0
1001102003,27.0
1001102004,64.0
1001102005,0.0
1001102006,4.0
1001102007,0.0
1001102008,18.0
1001102009,12.0
1001102010,33.0
1001102011,6.0
1001102012,12.0
1001102013,24.0
1001102014,16.0
1001102015,8.0
1001102016,6.0
1001102017,4.0
1001102018,4.0
1001102019,0.0
1001102020,24.0
1001102400,0.0
1001102401,0.0
1001102402,0.0
1001102600,51.0
1001105060,222.0
1001105061,120.0
1001105062,196.0
1001105063,66.0
1001105064,336.0
1001105065,294.0
1001105066,77.0
1001105070,48.0
1001105071,175.0
1001105073,301.0
1001105400,0.0
1001105401,0.0
1001105402,0.0
1001105403,0.0
1001105404,0.0
1001105405,0.0
1001105406,0.0
1001105409,0.0
1001105410,0.0
1001105411,0.0
1001105412,0.0
1001105413,0.0
1001105414,0.0
1001105415,0.0
1001105416,0.0
1001105417,0.0
1001105418,0.0
1001105419,0.0
1001105420,0.0
1001105421,0.0
1001105422,0.0
1001105423,0.0
1001105503,0.0
1001105504,0.0
1001105506,0.0
1001105507,0.0
1001105509,0.0
1001105510,0.0
1001105511,0.0
1001105512,0.0
1001105600,182.0
1001105602,0.0
1001105603,0.0
1001105604,0.0
1001105700,378.0
1001106011,63.0
1001106012,119.0
1001106013,385.0
1001106018,301.0
1001106019,70.0
1001106020,77.0
1001106021,24.0
1001106022,108.0
1001106023,294.0
1001106028,0.0
1001107001,66.0
1001107002,210.0
1001107003,6.0
1001107004,312.0
1001107005,50.0
1001107007,210.0
1001107008,140.0
1001107009,144.0
1001107010,30.0
1001107900,0.0
1001110001,96.0
1001110002,24.0
1001110003,18.0
1001110004,40.0
1001110017,12.0
1001110018,28.0
1001110019,40.0
1001110020,32.0
1001110021,20.0
1001110022,36.0
1001110023,24.0
1001110037,0.0
1001110400,0.0
1001110401,0.0
1001110402,0.0
1001110600,48.0
1001110800,20.0
1001111001,204.0
1001111002,0.0
1001111003,100.0
1001111004,56.0
1001111005,0.0
1001111006,60.0
1001111008,42.0
1001111009,21.0
1001111010,33.0
1001111011,36.0
1001111012,44.0
1001111013,8.0
1001111014,40.0
1001111015,0.0
1001111016,8.0
1001111017,40.0
1001111400,0.0
1001111403,0.0
1001111404,0.0
1001111405,0.0
1001111406,0.0
1001111407,0.0
1001111408,0.0
1001111409,0.0
1001111410,0.0
1001111411,0.0
1001111412,0.0
1001111600,288.0
1001111601,148.0
1001117031,483.0
1001117032,568.0
1001117033,136.0
1001117034,161.0
1001117035,376.0
1001117036,336.0
1001117037,707.0
1001117038,944.0
1001117039,224.0
1001117040,396.0
1001117041,558.0
1001117043,210.0
1001117045,246.0
1001117046,276.0
1001117600,678.0
1001117601,150.0
1001117700,546.0
1001117800,7.0
1001120034,365.0
1001120035,415.0
1001120036,685.0
1001120037,565.0
1001120038,725.0
1001120039,603.0
1001120040,328.0
1001120041,360.0
1001120042,445.0
1001120043,465.0
1001120044,732.0
1001120045,480.0
1001120046,480.0
1001120047,285.0
1001120048,1065.0
1001120049,126.0
1001120050,132.0
1001120505,0.0
1001127001,242.0
1001127002,1542.0
1001127003,101.0
1001127012,332.0
1001127013,968.0
1001127014,202.0
1001127015,366.0
1001127016,67.0
1001127017,642.0
1001127018,406.0
1001128600,213.0
1001137012,23.0
1001137021,12.0
1001137022,25.0
1001137023,3.0
1001137026,34.0
1001137027,8.0
1001137028,13.0
1001137029,27.0
1001137030,0.0
1001137031,5.0
1001137032,0.0
1001137033,9.0
1001137034,5.0
1001137035,14.0
1001137036,1.0
1001137037,2.0
1001137400,0.0
1001137401,0.0
1001137402,0.0
1001137403,0.0
1001137404,0.0
1001137405,0.0
1001137406,0.0
1001137600,0.0
1001137601,2.0
1001137602,0.0
1001139038,336.0
1001139039,555.0
1001139040,320.0
1001139041,320.0
1001139042,483.0
1001139043,242.0
1001139046,37.0
1001139047,80.0
1001139049,60.0
1001139050,132.0
1001139051,28.0
1001139052,176.0
1001139053,45.0
1001139054,144.0
1001139055,0.0
1001139056,98.0
1001139057,58.0
1001139058,59.0
1001139059,99.0
1001139060,46.0
1001139061,28.0
1001139062,196.0
1001139400,0.0
1001139401,0.0
1001139402,0.0
1001139403,0.0
1001139404,0.0
1001139405,0.0
1001139406,0.0
1001139504,0.0
1001139505,0.0
1001139506,0.0
1001139510,0.0
1001139600,56.0
1001139601,0.0
1001139602,205.0
1001140016,124.0
1001140017,1515.0
1001140018,84.0
1001140020,273.0
1001140400,0.0
1001140401,0.0
1001140600,1084.0
1001140601,295.0
1001140602,85.0
1001140603,172.0
1001140604,200.0
1001140605,924.0
1001143019,1020.0
1001143020,708.0
1001143021,976.0
1001143022,864.0
1001143023,656.0
1001143024,232.0
1001143025,724.0
1001143026,464.0
1001143028,796.0
1001143029,990.0
1001143030,950.0
1001143031,595.0
1001143032,660.0
1001143040,516.0
1001143600,524.0
1001143601,0.0
1001143602,30.0
1001143604,0.0
1001143605,0.0
1001143606,0.0
1001143607,80.0
1001143609,0.0
1001143700,2.0
1001143801,1088.0
1001143802,316.0
1001143803,348.0
1001147002,3.0
1001147003,24.0
1001147004,45.0
1001147006,0.0
1001147007,92.0
1001147011,12.0
1001147012,56.0
1001147013,36.0
1001147014,20.0
1001147400,0.0
1001147401,0.0
1001147402,0.0
1001147403,0.0
1001147404,0.0
1001147405,0.0
1001147406,0.0
1001147407,0.0
1001147500,0.0
1001147501,0.0
1001147600,60.0
1001147601,40.0
1001147602,0.0
1001147603,0.0
1001149002,8.0
1001149003,16.0
1001149004,12.0
1001149005,20.0
1001149006,0.0
1001149007,6.0
1001149008,15.0
1001149009,27.0
1001149010,66.0
1001149011,36.0
1001149012,15.0
1001149013,12.0
1001149014,6.0
1001149015,0.0
1001149016,18.0
1001149017,15.0
1001149018,32.0
1001149055,0.0
1001149400,0.0
1001149401,0.0
1001149402,0.0
1001149500,0.0
1001149600,40.0
1001150002,99.0
1001150003,12.0
1001150004,3.0
1001150005,9.0
1001150009,15.0
1001150010,0.0
1001150014,12.0
1001150015,0.0
1001150400,0.0
1001150401,0.0
1001150402,0.0
1001150403,0.0
1001150404,0.0
1001150405,0.0
1001150406,0.0
1001150407,0.0
1001150408,0.0
1001150409,0.0
1001150411,0.0
1001150412,0.0
1001150413,0.0
1001150414,0.0
1001150416,0.0
1001150418,0.0
1001150420,0.0
1001150421,0.0
1001150422,0.0
1001150423,0.0
1001150500,0.0
1001150600,4.0
1001150601,0.0
1001150602,60.0
1001150603,15.0
1001150604,243.0
1001151008,28.0
