CODCOMP,DPTO,NOMDPTO,NOMLOC,P_TOT,CODLOC
"1001151038","10",MALDONADO,PUNTA DEL ESTE,"11","10524"
"1001151039","10",MALDONADO,PUNTA DEL ESTE,"1","10524"
"1001151400","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001151401","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001151402","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001151403","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001151404","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001151501","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001151502","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001151600","10",MALDONADO,PUNTA DEL ESTE,"11","10524"
"1001152003","10",MALDONADO,PUNTA DEL ESTE,"2","10524"
"1001152004","10",MALDONADO,PUNTA DEL ESTE,"6","10524"
"1001152005","10",MALDONADO,PUNTA DEL ESTE,"14","10524"
"1001152006","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001152013","10",MALDONADO,PUNTA DEL ESTE,"5","10524"
"1001152014","10",MALDONADO,PUNTA DEL ESTE,"12","10524"
"1001152015","10",MALDONADO,PUNTA DEL ESTE,"6","10524"
"1001152016","10",MALDONADO,PUNTA DEL ESTE,"2","10524"
"1001152017","10",MALDONADO,PUNTA DEL ESTE,"4","10524"
"1001152018","10",MALDONADO,PUNTA DEL ESTE,"4","10524"
"1001152019","10",MALDONADO,PUNTA DEL ESTE,"2","10524"
"1001152020","10",MALDONADO,PUNTA DEL ESTE,"2","10524"
"1001152021","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001152034","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001152035","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001152036","10",MALDONADO,PUNTA DEL ESTE,"4","10524"
"1001152037","10",MALDONADO,PUNTA DEL ESTE,"4","10524"
"1001152038","10",MALDONADO,PUNTA DEL ESTE,"4","10524"
"1001152039","10",MALDONADO,PUNTA DEL ESTE,"14","10524"
"1001152400","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001152500","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001152600","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001154001","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001154002","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001154003","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001154010","10",MALDONADO,PUNTA DEL ESTE,"3","10524"
"1001154011","10",MALDONADO,PUNTA DEL ESTE,"13","10524"
"1001154012","10",MALDONADO,PUNTA DEL ESTE,"5","10524"
"1001154013","10",MALDONADO,PUNTA DEL ESTE,"6","10524"
"1001154014","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001154015","10",MALDONADO,PUNTA DEL ESTE,"8","10524"
"1001154017","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001154018","10",MALDONADO,PUNTA DEL ESTE,"6","10524"
"1001154024","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001154027","10",MALDONADO,PUNTA DEL ESTE,"8","10524"
"1001154028","10",MALDONADO,PUNTA DEL ESTE,"6","10524"
"1001154030","10",MALDONADO,PUNTA DEL ESTE,"5","10524"
"1001154031","10",MALDONADO,PUNTA DEL ESTE,"11","10524"
"1001154032","10",MALDONADO,PUNTA DEL ESTE,"4","10524"
"1001154033","10",MALDONADO,PUNTA DEL ESTE,"25","10524"
"1001154034","10",MALDONADO,PUNTA DEL ESTE,"4","10524"
"1001154035","10",MALDONADO,PUNTA DEL ESTE,"14","10524"
"1001154049","10",MALDONADO,PUNTA DEL ESTE,"18","10524"
"1001154050","10",MALDONADO,PUNTA DEL ESTE,"6","10524"
"1001154051","10",MALDONADO,PUNTA DEL ESTE,"11","10524"
"1001154600","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001154601","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001156001","10",MALDONADO,PINARES - LAS DELICIAS,"0","10830"
"1001156011","10",MALDONADO,PINARES - LAS DELICIAS,"27","10830"
"1001156012","10",MALDONADO,PINARES - LAS DELICIAS,"4","10830"
"1001156013","10",MALDONADO,PINARES - LAS DELICIAS,"10","10830"
"1001156014","10",MALDONADO,PINARES - LAS DELICIAS,"3","10830"
"1001156015","10",MALDONADO,PINARES - LAS DELICIAS,"0","10830"
"1001156016","10",MALDONADO,PINARES - LAS DELICIAS,"21","10830"
"1001156017","10",MALDONADO,PINARES - LAS DELICIAS,"34","10830"
"1001156028","10",MALDONADO,PINARES - LAS DELICIAS,"13","10830"
"1001156029","10",MALDONADO,PINARES - LAS DELICIAS,"10","10830"
"1001156030","10",MALDONADO,PINARES - LAS DELICIAS,"4","10830"
"1001156031","10",MALDONADO,PINARES - LAS DELICIAS,"0","10830"
"1001156032","10",MALDONADO,PINARES - LAS DELICIAS,"6","10830"
"1001156034","10",MALDONADO,PINARES - LAS DELICIAS,"7","10830"
"1001156400","10",MALDONADO,PINARES - LAS DELICIAS,"0","10830"
"1001156402","10",MALDONADO,PINARES - LAS DELICIAS,"0","10830"
"1001156403","10",MALDONADO,PINARES - LAS DELICIAS,"0","10830"
"1001156404","10",MALDONADO,PINARES - LAS DELICIAS,"0","10830"
"1001156405","10",MALDONADO,PINARES - LAS DELICIAS,"0","10830"
"1001156600","10",MALDONADO,PINARES - LAS DELICIAS,"0","10830"
"1001156601","10",MALDONADO,PINARES - LAS DELICIAS,"0","10830"
"1001156602","10",MALDONADO,PINARES - LAS DELICIAS,"0","10830"
"1001157001","10",MALDONADO,PINARES - LAS DELICIAS,"18","10830"
"1001157002","10",MALDONADO,PINARES - LAS DELICIAS,"83","10830"
"1001157004","10",MALDONADO,PINARES - LAS DELICIAS,"35","10830"
"1001157005","10",MALDONADO,PINARES - LAS DELICIAS,"0","10830"
"1001157006","10",MALDONADO,PINARES - LAS DELICIAS,"127","10830"
"1001157007","10",MALDONADO,PINARES - LAS DELICIAS,"23","10830"
"1001157008","10",MALDONADO,PINARES - LAS DELICIAS,"32","10830"
"1001157009","10",MALDONADO,PINARES - LAS DELICIAS,"28","10830"
"1001157011","10",MALDONADO,PINARES - LAS DELICIAS,"10","10830"
"1001157012","10",MALDONADO,PINARES - LAS DELICIAS,"17","10830"
"1001157013","10",MALDONADO,PINARES - LAS DELICIAS,"7","10830"
"1001157015","10",MALDONADO,PINARES - LAS DELICIAS,"5","10830"
"1001157016","10",MALDONADO,PINARES - LAS DELICIAS,"10","10830"
"1001157017","10",MALDONADO,PINARES - LAS DELICIAS,"20","10830"
"1001157018","10",MALDONADO,PINARES - LAS DELICIAS,"21","10830"
"1001157041","10",MALDONADO,PINARES - LAS DELICIAS,"9","10830"
"1001157042","10",MALDONADO,PINARES - LAS DELICIAS,"14","10830"
"1001157043","10",MALDONADO,PINARES - LAS DELICIAS,"32","10830"
"1001157044","10",MALDONADO,PINARES - LAS DELICIAS,"1","10830"
"1001157400","10",MALDONADO,PINARES - LAS DELICIAS,"0","10830"
"1001157401","10",MALDONADO,PINARES - LAS DELICIAS,"0","10830"
"1001157402","10",MALDONADO,PINARES - LAS DELICIAS,"0","10830"
"1001157404","10",MALDONADO,PINARES - LAS DELICIAS,"0","10830"
"1001157405","10",MALDONADO,PINARES - LAS DELICIAS,"0","10830"
"1001157407","10",MALDONADO,PINARES - LAS DELICIAS,"0","10830"
"1001157408","10",MALDONADO,PINARES - LAS DELICIAS,"0","10830"
"1001157409","10",MALDONADO,PINARES - LAS DELICIAS,"0","10830"
"1001157410","10",MALDONADO,PINARES - LAS DELICIAS,"0","10830"
"1001157411","10",MALDONADO,PINARES - LAS DELICIAS,"0","10830"
"1001157412","10",MALDONADO,PINARES - LAS DELICIAS,"0","10830"
"1001157413","10",MALDONADO,PINARES - LAS DELICIAS,"0","10830"
"1001157501","10",MALDONADO,PINARES - LAS DELICIAS,"0","10830"
"1001157502","10",MALDONADO,PINARES - LAS DELICIAS,"0","10830"
"1001157503","10",MALDONADO,PINARES - LAS DELICIAS,"0","10830"
"1001157600","10",MALDONADO,PINARES - LAS DELICIAS,"10","10830"
"1001157601","10",MALDONADO,PINARES - LAS DELICIAS,"0","10830"
"1001157700","10",MALDONADO,PINARES - LAS DELICIAS,"5","10830"
"1001157800","10",MALDONADO,PINARES - LAS DELICIAS,"42","10830"
"1001163001","10",MALDONADO,PINARES - LAS DELICIAS,"3","10830"
"1001163002","10",MALDONADO,PINARES - LAS DELICIAS,"3","10830"
"1001163003","10",MALDONADO,PINARES - LAS DELICIAS,"0","10830"
"1001163004","10",MALDONADO,PINARES - LAS DELICIAS,"6","10830"
"1001163005","10",MALDONADO,PINARES - LAS DELICIAS,"240","10830"
"1001163006","10",MALDONADO,PINARES - LAS DELICIAS,"4","10830"
"1001163007","10",MALDONADO,PINARES - LAS DELICIAS,"9","10830"
"1001163008","10",MALDONADO,PINARES - LAS DELICIAS,"0","10830"
"1001163400","10",MALDONADO,PINARES - LAS DELICIAS,"0","10830"
"1001163401","10",MALDONADO,PINARES - LAS DELICIAS,"0","10830"
"1001163500","10",MALDONADO,PINARES - LAS DELICIAS,"0","10830"
"1001201001","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001201002","10",MALDONADO,PUNTA DEL ESTE,"34","10524"
"1001201005","10",MALDONADO,PUNTA DEL ESTE,"18","10524"
"1001201006","10",MALDONADO,PUNTA DEL ESTE,"42","10524"
"1001201011","10",MALDONADO,PUNTA DEL ESTE,"15","10524"
"1001201012","10",MALDONADO,PUNTA DEL ESTE,"28","10524"
"1001201015","10",MALDONADO,PUNTA DEL ESTE,"18","10524"
"1001201016","10",MALDONADO,PUNTA DEL ESTE,"49","10524"
"1001201017","10",MALDONADO,PUNTA DEL ESTE,"19","10524"
"1001201029","10",MALDONADO,PUNTA DEL ESTE,"56","10524"
"1001201030","10",MALDONADO,PUNTA DEL ESTE,"67","10524"
"1001201031","10",MALDONADO,PUNTA DEL ESTE,"12","10524"
"1001201034","10",MALDONADO,PUNTA DEL ESTE,"10","10524"
"1001201036","10",MALDONADO,PUNTA DEL ESTE,"13","10524"
"1001201400","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001201401","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001201600","10",MALDONADO,PUNTA DEL ESTE,"5","10524"
"1001201601","10",MALDONADO,PUNTA DEL ESTE,"134","10524"
"1001201800","10",MALDONADO,PUNTA DEL ESTE,"20","10524"
"1001201801","10",MALDONADO,PUNTA DEL ESTE,"38","10524"
"1001202022","10",MALDONADO,PUNTA DEL ESTE,"2","10524"
"1001202023","10",MALDONADO,PUNTA DEL ESTE,"13","10524"
"1001202025","10",MALDONADO,PUNTA DEL ESTE,"6","10524"
"1001202026","10",MALDONADO,PUNTA DEL ESTE,"1","10524"
"1001202028","10",MALDONADO,PUNTA DEL ESTE,"9","10524"
"1001202029","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001202030","10",MALDONADO,PUNTA DEL ESTE,"6","10524"
"1001202031","10",MALDONADO,PUNTA DEL ESTE,"5","10524"
"1001202032","10",MALDONADO,PUNTA DEL ESTE,"2","10524"
"1001202033","10",MALDONADO,PUNTA DEL ESTE,"6","10524"
"1001202034","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001202035","10",MALDONADO,PUNTA DEL ESTE,"19","10524"
"1001202036","10",MALDONADO,PUNTA DEL ESTE,"1","10524"
"1001202037","10",MALDONADO,PUNTA DEL ESTE,"3","10524"
"1001202038","10",MALDONADO,PUNTA DEL ESTE,"1","10524"
"1001202039","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001202041","10",MALDONADO,PUNTA DEL ESTE,"17","10524"
"1001202043","10",MALDONADO,PUNTA DEL ESTE,"6","10524"
"1001202045","10",MALDONADO,PUNTA DEL ESTE,"6","10524"
"1001202046","10",MALDONADO,PUNTA DEL ESTE,"9","10524"
"1001202400","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001202401","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001202402","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001202403","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001202600","10",MALDONADO,PUNTA DEL ESTE,"5","10524"
"1001205040","10",MALDONADO,PUNTA DEL ESTE,"22","10524"
"1001205041","10",MALDONADO,PUNTA DEL ESTE,"24","10524"
"1001205042","10",MALDONADO,PUNTA DEL ESTE,"7","10524"
"1001205043","10",MALDONADO,PUNTA DEL ESTE,"24","10524"
"1001205044","10",MALDONADO,PUNTA DEL ESTE,"20","10524"
"1001205045","10",MALDONADO,PUNTA DEL ESTE,"18","10524"
"1001205046","10",MALDONADO,PUNTA DEL ESTE,"45","10524"
"1001205048","10",MALDONADO,PUNTA DEL ESTE,"40","10524"
"1001205049","10",MALDONADO,PUNTA DEL ESTE,"40","10524"
"1001205050","10",MALDONADO,PUNTA DEL ESTE,"34","10524"
"1001205051","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001205052","10",MALDONADO,PUNTA DEL ESTE,"55","10524"
"1001205417","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001205418","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001205501","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001206014","10",MALDONADO,PUNTA DEL ESTE,"29","10524"
"1001206015","10",MALDONADO,PUNTA DEL ESTE,"26","10524"
"1001206016","10",MALDONADO,PUNTA DEL ESTE,"19","10524"
"1001206017","10",MALDONADO,PUNTA DEL ESTE,"51","10524"
"1001206024","10",MALDONADO,PUNTA DEL ESTE,"53","10524"
"1001206025","10",MALDONADO,PUNTA DEL ESTE,"43","10524"
"1001206026","10",MALDONADO,PUNTA DEL ESTE,"19","10524"
"1001206027","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001207011","10",MALDONADO,PUNTA DEL ESTE,"26","10524"
"1001207012","10",MALDONADO,PUNTA DEL ESTE,"55","10524"
"1001207013","10",MALDONADO,PUNTA DEL ESTE,"42","10524"
"1001207015","10",MALDONADO,PUNTA DEL ESTE,"35","10524"
"1001207016","10",MALDONADO,PUNTA DEL ESTE,"63","10524"
"1001207017","10",MALDONADO,PUNTA DEL ESTE,"7","10524"
"1001207018","10",MALDONADO,PUNTA DEL ESTE,"9","10524"
"1001207019","10",MALDONADO,PUNTA DEL ESTE,"30","10524"
"1001207020","10",MALDONADO,PUNTA DEL ESTE,"4","10524"
"1001207021","10",MALDONADO,PUNTA DEL ESTE,"4","10524"
"1001207022","10",MALDONADO,PUNTA DEL ESTE,"15","10524"
"1001207026","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001207405","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001207406","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001207604","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001207800","10",MALDONADO,PUNTA DEL ESTE,"27","10524"
"1001207900","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001210005","10",MALDONADO,PUNTA DEL ESTE,"6","10524"
"1001210006","10",MALDONADO,PUNTA DEL ESTE,"11","10524"
"1001210007","10",MALDONADO,PUNTA DEL ESTE,"5","10524"
"1001210008","10",MALDONADO,PUNTA DEL ESTE,"23","10524"
"1001210009","10",MALDONADO,PUNTA DEL ESTE,"9","10524"
"1001210010","10",MALDONADO,PUNTA DEL ESTE,"4","10524"
"1001210011","10",MALDONADO,PUNTA DEL ESTE,"13","10524"
"1001210012","10",MALDONADO,PUNTA DEL ESTE,"12","10524"
"1001210013","10",MALDONADO,PUNTA DEL ESTE,"26","10524"
"1001210014","10",MALDONADO,PUNTA DEL ESTE,"12","10524"
"1001210015","10",MALDONADO,PUNTA DEL ESTE,"5","10524"
"1001210016","10",MALDONADO,PUNTA DEL ESTE,"7","10524"
"1001210026","10",MALDONADO,PUNTA DEL ESTE,"9","10524"
"1001210027","10",MALDONADO,PUNTA DEL ESTE,"4","10524"
"1001210028","10",MALDONADO,PUNTA DEL ESTE,"6","10524"
"1001210029","10",MALDONADO,PUNTA DEL ESTE,"2","10524"
"1001210030","10",MALDONADO,PUNTA DEL ESTE,"3","10524"
"1001210031","10",MALDONADO,PUNTA DEL ESTE,"11","10524"
"1001210032","10",MALDONADO,PUNTA DEL ESTE,"9","10524"
"1001210033","10",MALDONADO,PUNTA DEL ESTE,"10","10524"
"1001210034","10",MALDONADO,PUNTA DEL ESTE,"23","10524"
"1001210035","10",MALDONADO,PUNTA DEL ESTE,"34","10524"
"1001210036","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001210400","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001210401","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001210500","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001211019","10",MALDONADO,PUNTA DEL ESTE,"17","10524"
"1001211020","10",MALDONADO,PUNTA DEL ESTE,"11","10524"
"1001211021","10",MALDONADO,PUNTA DEL ESTE,"3","10524"
"1001211022","10",MALDONADO,PUNTA DEL ESTE,"7","10524"
"1001211023","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001211024","10",MALDONADO,PUNTA DEL ESTE,"4","10524"
"1001211025","10",MALDONADO,PUNTA DEL ESTE,"4","10524"
"1001211026","10",MALDONADO,PUNTA DEL ESTE,"14","10524"
"1001211027","10",MALDONADO,PUNTA DEL ESTE,"15","10524"
"1001211028","10",MALDONADO,PUNTA DEL ESTE,"8","10524"
"1001211029","10",MALDONADO,PUNTA DEL ESTE,"39","10524"
"1001211030","10",MALDONADO,PUNTA DEL ESTE,"16","10524"
"1001211031","10",MALDONADO,PUNTA DEL ESTE,"6","10524"
"1001211032","10",MALDONADO,PUNTA DEL ESTE,"20","10524"
"1001211033","10",MALDONADO,PUNTA DEL ESTE,"7","10524"
"1001211034","10",MALDONADO,PUNTA DEL ESTE,"11","10524"
"1001211035","10",MALDONADO,PUNTA DEL ESTE,"5","10524"
"1001211036","10",MALDONADO,PUNTA DEL ESTE,"13","10524"
"1001211037","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001211038","10",MALDONADO,PUNTA DEL ESTE,"5","10524"
"1001211040","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001211400","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001211401","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001211402","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001211403","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001211404","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001211500","10",MALDONADO,PUNTA DEL ESTE,"0","10524"
"1001211600","10",MALDONADO,PUNTA DEL ESTE,"67","10524"
"1001217006","10",MALDONADO,MALDONADO,"67","10320"
"1001217007","10",MALDONADO,MALDONADO,"42","10320"
"1001217018","10",MALDONADO,MALDONADO,"156","10320"
"1001217022","10",MALDONADO,MALDONADO,"60","10320"
"1001217023","10",MALDONADO,MALDONADO,"163","10320"
"1001217024","10",MALDONADO,MALDONADO,"44","10320"
"1001217025","10",MALDONADO,MALDONADO,"51","10320"
"1001217027","10",MALDONADO,MALDONADO,"85","10320"
"1001217028","10",MALDONADO,MALDONADO,"76","10320"
"1001217029","10",MALDONADO,MALDONADO,"85","10320"
"1001217030","10",MALDONADO,MALDONADO,"69","10320"
"1001217032","10",MALDONADO,MALDONADO,"99","10320"
"1001217033","10",MALDONADO,MALDONADO,"119","10320"
"1001217034","10",MALDONADO,MALDONADO,"37","10320"
"1001217400","10",MALDONADO,MALDONADO,"0","10320"
"1001217401","10",MALDONADO,MALDONADO,"0","10320"
"1001217402","10",MALDONADO,MALDONADO,"0","10320"
"1001217403","10",MALDONADO,MALDONADO,"0","10320"
"1001217600","10",MALDONADO,MALDONADO,"0","10320"
"1001217800","10",MALDONADO,MALDONADO,"40","10320"
"1001217801","10",MALDONADO,MALDONADO,"100","10320"
"1001220017","10",MALDONADO,MALDONADO,"52","10320"
"1001220018","10",MALDONADO,MALDONADO,"71","10320"
"1001220019","10",MALDONADO,MALDONADO,"69","10320"
"1001220020","10",MALDONADO,MALDONADO,"36","10320"
"1001220021","10",MALDONADO,MALDONADO,"20","10320"
"1001220022","10",MALDONADO,MALDONADO,"126","10320"
"1001220023","10",MALDONADO,MALDONADO,"113","10320"
"1001220024","10",MALDONADO,MALDONADO,"140","10320"
"1001220025","10",MALDONADO,MALDONADO,"88","10320"
"1001220026","10",MALDONADO,MALDONADO,"77","10320"
"1001220027","10",MALDONADO,MALDONADO,"83","10320"
"1001220028","10",MALDONADO,MALDONADO,"49","10320"
"1001220029","10",MALDONADO,MALDONADO,"79","10320"
"1001220030","10",MALDONADO,MALDONADO,"73","10320"
"1001220031","10",MALDONADO,MALDONADO,"81","10320"
"1001220032","10",MALDONADO,MALDONADO,"103","10320"
"1001220033","10",MALDONADO,MALDONADO,"130","10320"
"1001227004","10",MALDONADO,MALDONADO,"54","10320"
"1001227005","10",MALDONADO,MALDONADO,"46","10320"
"1001227006","10",MALDONADO,MALDONADO,"61","10320"
"1001227007","10",MALDONADO,MALDONADO,"76","10320"
"1001227009","10",MALDONADO,MALDONADO,"70","10320"
"1001227010","10",MALDONADO,MALDONADO,"31","10320"
"1001227011","10",MALDONADO,MALDONADO,"56","10320"
"1001227019","10",MALDONADO,MALDONADO,"0","10320"
"1001227021","10",MALDONADO,MALDONADO,"206","10320"
"1001227022","10",MALDONADO,MALDONADO,"154","10320"
"1001227023","10",MALDONADO,MALDONADO,"78","10320"
"1001227024","10",MALDONADO,MALDONADO,"37","10320"
"1001227025","10",MALDONADO,MALDONADO,"104","10320"
"1001227026","10",MALDONADO,MALDONADO,"135","10320"
"1001227027","10",MALDONADO,MALDONADO,"43","10320"
"1001227400","10",MALDONADO,MALDONADO,"0","10320"
"1001227401","10",MALDONADO,MALDONADO,"0","10320"
"1001227402","10",MALDONADO,MALDONADO,"0","10320"
"1001227403","10",MALDONADO,MALDONADO,"0","10320"
"1001227404","10",MALDONADO,MALDONADO,"0","10320"
"1001227405","10",MALDONADO,MALDONADO,"0","10320"
"1001227406","10",MALDONADO,MALDONADO,"0","10320"
"1001227407","10",MALDONADO,MALDONADO,"0","10320"
"1001227408","10",MALDONADO,MALDONADO,"0","10320"
"1001227409","10",MALDONADO,MALDONADO,"0","10320"
"1001227411","10",MALDONADO,MALDONADO,"0","10320"
"1001227412","10",MALDONADO,MALDONADO,"0","10320"
"1001227500","10",MALDONADO,MALDONADO,"0","10320"
"1001227600","10",MALDONADO,MALDONADO,"29","10320"
"1001227800","10",MALDONADO,MALDONADO,"175","10320"
"1001228400","10",MALDONADO,PUNTA BALLENA,"0","10956"
"1001228401","10",MALDONADO,PUNTA BALLENA,"0","10956"
"1001228402","10",MALDONADO,PUNTA BALLENA,"0","10956"
"1001228403","10",MALDONADO,PUNTA BALLENA,"0","10956"
"1001228600","10",MALDONADO,PUNTA BALLENA,"0","10956"
"1001228601","10",MALDONADO,PUNTA BALLENA,"0","10956"
"1001228602","10",MALDONADO,PUNTA BALLENA,"0","10956"
"1001228603","10",MALDONADO,PUNTA BALLENA,"0","10956"
"1001228604","10",MALDONADO,PUNTA BALLENA,"0","10956"
"1001228605","10",MALDONADO,PUNTA BALLENA,"0","10956"
"1001228606","10",MALDONADO,PUNTA BALLENA,"4","10956"
"1001228607","10",MALDONADO,PUNTA BALLENA,"0","10956"
"1001228608","10",MALDONADO,PUNTA BALLENA,"12","10956"
"1001228609","10",MALDONADO,PUNTA BALLENA,"0","10956"
"1001228610","10",MALDONADO,PUNTA BALLENA,"0","10956"
"1001228611","10",MALDONADO,PUNTA BALLENA,"0","10956"
"1001228612","10",MALDONADO,PUNTA BALLENA,"0","10956"
"1001228613","10",MALDONADO,PUNTA BALLENA,"0","10956"
"1001229020","10",MALDONADO,MALDONADO,"27","10320"
"1001229021","10",MALDONADO,MALDONADO,"7","10320"
"1001229022","10",MALDONADO,MALDONADO,"18","10320"
"1001229023","10",MALDONADO,MALDONADO,"27","10320"
"1001229024","10",MALDONADO,MALDONADO,"68","10320"
"1001229025","10",MALDONADO,MALDONADO,"15","10320"
"1001229026","10",MALDONADO,MALDONADO,"0","10320"
"1001229027","10",MALDONADO,MALDONADO,"0","10320"
"1001229028","10",MALDONADO,MALDONADO,"0","10320"
"1001229029","10",MALDONADO,MALDONADO,"0","10320"
"1001229030","10",MALDONADO,MALDONADO,"134","10320"
"1001229031","10",MALDONADO,MALDONADO,"163","10320"
"1001229032","10",MALDONADO,MALDONADO,"137","10320"
"1001229033","10",MALDONADO,MALDONADO,"82","10320"
"1001229034","10",MALDONADO,MALDONADO,"74","10320"
"1001229036","10",MALDONADO,MALDONADO,"91","10320"
"1001229037","10",MALDONADO,MALDONADO,"76","10320"
"1001229040","10",MALDONADO,MALDONADO,"0","10320"
"1001229402","10",MALDONADO,MALDONADO,"0","10320"
"1001229403","10",MALDONADO,MALDONADO,"0","10320"
"1001229404","10",MALDONADO,MALDONADO,"0","10320"
"1001229405","10",MALDONADO,MALDONADO,"0","10320"
"1001229406","10",MALDONADO,MALDONADO,"0","10320"
"1001229407","10",MALDONADO,MALDONADO,"0","10320"
"1001229408","10",MALDONADO,MALDONADO,"0","10320"
"1001229409","10",MALDONADO,MALDONADO,"0","10320"
"1001229410","10",MALDONADO,MALDONADO,"0","10320"
"1001229412","10",MALDONADO,MALDONADO,"0","10320"
"1001229413","10",MALDONADO,MALDONADO,"0","10320"
"1001229414","10",MALDONADO,MALDONADO,"268","10320"
"1001229600","10",MALDONADO,MALDONADO,"0","10320"
"1001229601","10",MALDONADO,MALDONADO,"37","10320"
"1001229602","10",MALDONADO,MALDONADO,"0","10320"
"1001229603","10",MALDONADO,MALDONADO,"43","10320"
"1001229604","10",MALDONADO,MALDONADO,"0","10320"
"1001229605","10",MALDONADO,MALDONADO,"11","10320"
"1001229606","10",MALDONADO,MALDONADO,"0","10320"
"1001229607","10",MALDONADO,MALDONADO,"38","10320"
"1001229608","10",MALDONADO,MALDONADO,"0","10320"
"1001229610","10",MALDONADO,MALDONADO,"8","10320"
"1001229611","10",MALDONADO,MALDONADO,"0","10320"
"1001229612","10",MALDONADO,MALDONADO,"6","10320"
"1001229700","10",MALDONADO,MALDONADO,"3","10320"
"1001229701","10",MALDONADO,MALDONADO,"0","10320"
"1001229702","10",MALDONADO,MALDONADO,"0","10320"
"1001229800","10",MALDONADO,MALDONADO,"9","10320"
"1001229801","10",MALDONADO,MALDONADO,"24","10320"
"1001229802","10",MALDONADO,MALDONADO,"48","10320"
"1001229803","10",MALDONADO,MALDONADO,"48","10320"
"1001229804","10",MALDONADO,MALDONADO,"42","10320"
"1001229807","10",MALDONADO,MALDONADO,"50","10320"
"1001229808","10",MALDONADO,MALDONADO,"52","10320"
"1001229809","10",MALDONADO,MALDONADO,"28","10320"
"1001229810","10",MALDONADO,MALDONADO,"42","10320"
"1001229811","10",MALDONADO,MALDONADO,"27","10320"
"1001229812","10",MALDONADO,MALDONADO,"21","10320"
"1001229814","10",MALDONADO,MALDONADO,"38","10320"
"1001229815","10",MALDONADO,MALDONADO,"38","10320"
"1001229817","10",MALDONADO,MALDONADO,"43","10320"
"1001229818","10",MALDONADO,MALDONADO,"40","10320"
"1001229819","10",MALDONADO,MALDONADO,"21","10320"
"1001229820","10",MALDONADO,MALDONADO,"12","10320"
"1001229822","10",MALDONADO,MALDONADO,"0","10320"
"1001229823","10",MALDONADO,MALDONADO,"0","10320"
"1001229824","10",MALDONADO,MALDONADO,"0","10320"
