CODCOMP,DPTO,NOMDPTO,NOMLOC,P_TOT,CODLOC
"0124218821","01",MONTEVIDEO,MONTEVIDEO,"69","01020"
"0124218826","01",MONTEVIDEO,MONTEVIDEO,"71","01020"
"0124219001","01",MONTEVIDEO,MONTEVIDEO,"97","01020"
"0124219002","01",MONTEVIDEO,MONTEVIDEO,"121","01020"
"0124219010","01",MONTEVIDEO,MONTEVIDEO,"152","01020"
"0124219011","01",MONTEVIDEO,MONTEVIDEO,"202","01020"
"0124219012","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0124219016","01",MONTEVIDEO,MONTEVIDEO,"96","01020"
"0124219017","01",MONTEVIDEO,MONTEVIDEO,"57","01020"
"0124219018","01",MONTEVIDEO,MONTEVIDEO,"76","01020"
"0124219023","01",MONTEVIDEO,MONTEVIDEO,"77","01020"
"0124219024","01",MONTEVIDEO,MONTEVIDEO,"90","01020"
"0124219025","01",MONTEVIDEO,MONTEVIDEO,"121","01020"
"0124220010","01",MONTEVIDEO,MONTEVIDEO,"178","01020"
"0124220011","01",MONTEVIDEO,MONTEVIDEO,"124","01020"
"0124220012","01",MONTEVIDEO,MONTEVIDEO,"102","01020"
"0124220013","01",MONTEVIDEO,MONTEVIDEO,"118","01020"
"0124220014","01",MONTEVIDEO,MONTEVIDEO,"121","01020"
"0124220015","01",MONTEVIDEO,MONTEVIDEO,"138","01020"
"0124220016","01",MONTEVIDEO,MONTEVIDEO,"132","01020"
"0124220017","01",MONTEVIDEO,MONTEVIDEO,"176","01020"
"0124221012","01",MONTEVIDEO,MONTEVIDEO,"130","01020"
"0124221013","01",MONTEVIDEO,MONTEVIDEO,"277","01020"
"0124221016","01",MONTEVIDEO,MONTEVIDEO,"57","01020"
"0124221017","01",MONTEVIDEO,MONTEVIDEO,"172","01020"
"0124221018","01",MONTEVIDEO,MONTEVIDEO,"281","01020"
"0124221020","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0124221023","01",MONTEVIDEO,MONTEVIDEO,"216","01020"
"0124221024","01",MONTEVIDEO,MONTEVIDEO,"145","01020"
"0124221025","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0124221400","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0124221401","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0124221402","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0124221403","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0124221501","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0124221504","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0124222008","01",MONTEVIDEO,MONTEVIDEO,"135","01020"
"0124222009","01",MONTEVIDEO,MONTEVIDEO,"150","01020"
"0124222010","01",MONTEVIDEO,MONTEVIDEO,"170","01020"
"0124222011","01",MONTEVIDEO,MONTEVIDEO,"140","01020"
"0124222012","01",MONTEVIDEO,MONTEVIDEO,"163","01020"
"0124222013","01",MONTEVIDEO,MONTEVIDEO,"141","01020"
"0124223007","01",MONTEVIDEO,MONTEVIDEO,"130","01020"
"0124223008","01",MONTEVIDEO,MONTEVIDEO,"170","01020"
"0124223010","01",MONTEVIDEO,MONTEVIDEO,"101","01020"
"0124223011","01",MONTEVIDEO,MONTEVIDEO,"124","01020"
"0124223012","01",MONTEVIDEO,MONTEVIDEO,"305","01020"
"0124224003","01",MONTEVIDEO,MONTEVIDEO,"168","01020"
"0124224004","01",MONTEVIDEO,MONTEVIDEO,"193","01020"
"0124224008","01",MONTEVIDEO,MONTEVIDEO,"213","01020"
"0124224009","01",MONTEVIDEO,MONTEVIDEO,"253","01020"
"0124224010","01",MONTEVIDEO,MONTEVIDEO,"137","01020"
"0124224013","01",MONTEVIDEO,MONTEVIDEO,"170","01020"
"0124224014","01",MONTEVIDEO,MONTEVIDEO,"153","01020"
"0124224015","01",MONTEVIDEO,MONTEVIDEO,"106","01020"
"0124224016","01",MONTEVIDEO,MONTEVIDEO,"153","01020"
"0124225004","01",MONTEVIDEO,MONTEVIDEO,"286","01020"
"0124225007","01",MONTEVIDEO,MONTEVIDEO,"217","01020"
"0124225008","01",MONTEVIDEO,MONTEVIDEO,"191","01020"
"0124225014","01",MONTEVIDEO,MONTEVIDEO,"238","01020"
"0124225015","01",MONTEVIDEO,MONTEVIDEO,"125","01020"
"0124225016","01",MONTEVIDEO,MONTEVIDEO,"145","01020"
"0124225017","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0124225020","01",MONTEVIDEO,MONTEVIDEO,"138","01020"
"0124225021","01",MONTEVIDEO,MONTEVIDEO,"175","01020"
"0124225022","01",MONTEVIDEO,MONTEVIDEO,"82","01020"
"0124225400","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0124225500","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0124225502","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0124226005","01",MONTEVIDEO,MONTEVIDEO,"49","01020"
"0124226007","01",MONTEVIDEO,MONTEVIDEO,"364","01020"
"0124226008","01",MONTEVIDEO,MONTEVIDEO,"275","01020"
"0124226009","01",MONTEVIDEO,MONTEVIDEO,"320","01020"
"0124226400","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0124318019","01",MONTEVIDEO,MONTEVIDEO,"211","01020"
"0124318020","01",MONTEVIDEO,MONTEVIDEO,"356","01020"
"0124318026","01",MONTEVIDEO,MONTEVIDEO,"372","01020"
"0124318027","01",MONTEVIDEO,MONTEVIDEO,"536","01020"
"0124318030","01",MONTEVIDEO,MONTEVIDEO,"381","01020"
"0124318031","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0124319014","01",MONTEVIDEO,MONTEVIDEO,"111","01020"
"0124319015","01",MONTEVIDEO,MONTEVIDEO,"101","01020"
"0124319019","01",MONTEVIDEO,MONTEVIDEO,"158","01020"
"0124319020","01",MONTEVIDEO,MONTEVIDEO,"146","01020"
"0124319021","01",MONTEVIDEO,MONTEVIDEO,"85","01020"
"0124319022","01",MONTEVIDEO,MONTEVIDEO,"155","01020"
"0124319026","01",MONTEVIDEO,MONTEVIDEO,"161","01020"
"0124319027","01",MONTEVIDEO,MONTEVIDEO,"295","01020"
"0124319028","01",MONTEVIDEO,MONTEVIDEO,"35","01020"
"0124319029","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0124319400","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0124319600","01",MONTEVIDEO,MONTEVIDEO,"92","01020"
"0125001400","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0125001401","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0125001402","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0125001403","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0125001404","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0125001405","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0125001406","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0125001407","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0125001408","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0125001409","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0125001410","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0125001411","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0125001412","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0125001413","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0125001414","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0125001600","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0125001601","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0125001602","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0199001002","01",MONTEVIDEO,RURAL,"22","01900"
"0199001004","01",MONTEVIDEO,RURAL,"17","01900"
"0199001005","01",MONTEVIDEO,RURAL,"7","01900"
"0199001400","01",MONTEVIDEO,RURAL,"24","01900"
"0199001401","01",MONTEVIDEO,RURAL,"0","01900"
"0199001501","01",MONTEVIDEO,RURAL,"0","01900"
"0199001502","01",MONTEVIDEO,RURAL,"0","01900"
"0199001503","01",MONTEVIDEO,RURAL,"0","01900"
"0199001504","01",MONTEVIDEO,RURAL,"0","01900"
"0199001600","01",MONTEVIDEO,RURAL,"98","01900"
"0199001601","01",MONTEVIDEO,RURAL,"0","01900"
"0199001603","01",MONTEVIDEO,RURAL,"4","01900"
"0199002003","01",MONTEVIDEO,MONTEVIDEO,"44","01020"
"0199002006","01",MONTEVIDEO,MONTEVIDEO,"130","01020"
"0199002008","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0199002010","01",MONTEVIDEO,MONTEVIDEO,"341","01020"
"0199002011","01",MONTEVIDEO,MONTEVIDEO,"5","01020"
"0199002012","01",MONTEVIDEO,MONTEVIDEO,"95","01020"
"0199002013","01",MONTEVIDEO,MONTEVIDEO,"87","01020"
"0199002014","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0199002015","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0199002016","01",MONTEVIDEO,MONTEVIDEO,"142","01020"
"0199002017","01",MONTEVIDEO,MONTEVIDEO,"93","01020"
"0199002018","01",MONTEVIDEO,MONTEVIDEO,"125","01020"
"0199002019","01",MONTEVIDEO,MONTEVIDEO,"23","01020"
"0199002020","01",MONTEVIDEO,MONTEVIDEO,"72","01020"
"0199002021","01",MONTEVIDEO,MONTEVIDEO,"56","01020"
"0199002022","01",MONTEVIDEO,MONTEVIDEO,"184","01020"
"0199002023","01",MONTEVIDEO,MONTEVIDEO,"108","01020"
"0199002024","01",MONTEVIDEO,MONTEVIDEO,"412","01020"
"0199002025","01",MONTEVIDEO,MONTEVIDEO,"329","01020"
"0199002026","01",MONTEVIDEO,MONTEVIDEO,"523","01020"
"0199002030","01",MONTEVIDEO,MONTEVIDEO,"132","01020"
"0199002031","01",MONTEVIDEO,MONTEVIDEO,"233","01020"
"0199002400","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0199002401","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0199002402","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0199002403","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0199002404","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0199002600","01",MONTEVIDEO,MONTEVIDEO,"288","01020"
"0199002601","01",MONTEVIDEO,MONTEVIDEO,"74","01020"
"0199002602","01",MONTEVIDEO,MONTEVIDEO,"20","01020"
"0199002603","01",MONTEVIDEO,MONTEVIDEO,"53","01020"
"0199002604","01",MONTEVIDEO,MONTEVIDEO,"209","01020"
"0199002700","01",MONTEVIDEO,MONTEVIDEO,"6","01020"
"0199002701","01",MONTEVIDEO,MONTEVIDEO,"7","01020"
"0199002702","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0199006002","01",MONTEVIDEO,MONTEVIDEO,"3","01020"
"0199006006","01",MONTEVIDEO,MONTEVIDEO,"19","01020"
"0199006007","01",MONTEVIDEO,MONTEVIDEO,"78","01020"
"0199006009","01",MONTEVIDEO,MONTEVIDEO,"8","01020"
"0199006010","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0199006600","01",MONTEVIDEO,MONTEVIDEO,"21","01020"
"0199006601","01",MONTEVIDEO,MONTEVIDEO,"3","01020"
"0199006605","01",MONTEVIDEO,MONTEVIDEO,"6","01020"
"0199006606","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0199006607","01",MONTEVIDEO,MONTEVIDEO,"108","01020"
"0199006608","01",MONTEVIDEO,MONTEVIDEO,"349","01020"
"0199006610","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0199006611","01",MONTEVIDEO,MONTEVIDEO,"2","01020"
"0199006700","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0199006701","01",MONTEVIDEO,MONTEVIDEO,"7","01020"
"0199007002","01",MONTEVIDEO,MONTEVIDEO,"1","01020"
"0199007003","01",MONTEVIDEO,MONTEVIDEO,"375","01020"
"0199007004","01",MONTEVIDEO,MONTEVIDEO,"206","01020"
"0199007006","01",MONTEVIDEO,MONTEVIDEO,"53","01020"
"0199007007","01",MONTEVIDEO,MONTEVIDEO,"28","01020"
"0199007400","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0199007401","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0199007402","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0199007403","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0199007501","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0199007600","01",MONTEVIDEO,MONTEVIDEO,"36","01020"
"0199007601","01",MONTEVIDEO,MONTEVIDEO,"12","01020"
"0199007602","01",MONTEVIDEO,MONTEVIDEO,"18","01020"
"0199007603","01",MONTEVIDEO,MONTEVIDEO,"42","01020"
"0199007604","01",MONTEVIDEO,MONTEVIDEO,"27","01020"
"0199007605","01",MONTEVIDEO,MONTEVIDEO,"4","01020"
"0199007606","01",MONTEVIDEO,MONTEVIDEO,"43","01020"
"0199007607","01",MONTEVIDEO,MONTEVIDEO,"55","01020"
"0199021001","01",MONTEVIDEO,MONTEVIDEO,"2","01020"
"0199021002","01",MONTEVIDEO,MONTEVIDEO,"194","01020"
"0199021003","01",MONTEVIDEO,MONTEVIDEO,"79","01020"
"0199021004","01",MONTEVIDEO,MONTEVIDEO,"121","01020"
"0199021005","01",MONTEVIDEO,MONTEVIDEO,"121","01020"
"0199021006","01",MONTEVIDEO,MONTEVIDEO,"62","01020"
"0199021007","01",MONTEVIDEO,MONTEVIDEO,"103","01020"
"0199021008","01",MONTEVIDEO,MONTEVIDEO,"14","01020"
"0199021009","01",MONTEVIDEO,MONTEVIDEO,"123","01020"
"0199021010","01",MONTEVIDEO,MONTEVIDEO,"88","01020"
"0199021011","01",MONTEVIDEO,MONTEVIDEO,"95","01020"
"0199021012","01",MONTEVIDEO,MONTEVIDEO,"68","01020"
"0199021013","01",MONTEVIDEO,MONTEVIDEO,"92","01020"
"0199021014","01",MONTEVIDEO,MONTEVIDEO,"59","01020"
"0199022001","01",MONTEVIDEO,MONTEVIDEO,"170","01020"
"0199022002","01",MONTEVIDEO,MONTEVIDEO,"169","01020"
"0199022003","01",MONTEVIDEO,MONTEVIDEO,"212","01020"
"0199022004","01",MONTEVIDEO,MONTEVIDEO,"148","01020"
"0199022005","01",MONTEVIDEO,MONTEVIDEO,"100","01020"
"0199022006","01",MONTEVIDEO,MONTEVIDEO,"87","01020"
"0199022007","01",MONTEVIDEO,MONTEVIDEO,"104","01020"
"0199022008","01",MONTEVIDEO,MONTEVIDEO,"133","01020"
"0199022009","01",MONTEVIDEO,MONTEVIDEO,"81","01020"
"0199023001","01",MONTEVIDEO,MONTEVIDEO,"47","01020"
"0199023002","01",MONTEVIDEO,MONTEVIDEO,"41","01020"
"0199023003","01",MONTEVIDEO,MONTEVIDEO,"166","01020"
"0199023004","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0199023005","01",MONTEVIDEO,MONTEVIDEO,"34","01020"
"0199023006","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0199023007","01",MONTEVIDEO,MONTEVIDEO,"7","01020"
"0199023009","01",MONTEVIDEO,MONTEVIDEO,"166","01020"
"0199023010","01",MONTEVIDEO,MONTEVIDEO,"116","01020"
"0199023012","01",MONTEVIDEO,MONTEVIDEO,"203","01020"
"0199023600","01",MONTEVIDEO,MONTEVIDEO,"15","01020"
"0199024002","01",MONTEVIDEO,MONTEVIDEO,"93","01020"
"0199024003","01",MONTEVIDEO,MONTEVIDEO,"108","01020"
"0199024004","01",MONTEVIDEO,MONTEVIDEO,"145","01020"
"0199024006","01",MONTEVIDEO,MONTEVIDEO,"60","01020"
"0199024007","01",MONTEVIDEO,MONTEVIDEO,"147","01020"
"0199024008","01",MONTEVIDEO,MONTEVIDEO,"70","01020"
"0199024009","01",MONTEVIDEO,MONTEVIDEO,"174","01020"
"0199024010","01",MONTEVIDEO,MONTEVIDEO,"71","01020"
"0199024013","01",MONTEVIDEO,MONTEVIDEO,"209","01020"
"0199024016","01",MONTEVIDEO,MONTEVIDEO,"52","01020"
"0199024017","01",MONTEVIDEO,MONTEVIDEO,"159","01020"
"0199024018","01",MONTEVIDEO,MONTEVIDEO,"70","01020"
"0199024800","01",MONTEVIDEO,MONTEVIDEO,"56","01020"
"0199026001","01",MONTEVIDEO,MONTEVIDEO,"178","01020"
"0199026002","01",MONTEVIDEO,MONTEVIDEO,"114","01020"
"0199026003","01",MONTEVIDEO,MONTEVIDEO,"36","01020"
"0199026004","01",MONTEVIDEO,MONTEVIDEO,"195","01020"
"0199026005","01",MONTEVIDEO,MONTEVIDEO,"144","01020"
"0199026006","01",MONTEVIDEO,MONTEVIDEO,"79","01020"
"0199026008","01",MONTEVIDEO,MONTEVIDEO,"74","01020"
"0199026009","01",MONTEVIDEO,MONTEVIDEO,"148","01020"
"0199026011","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0199026012","01",MONTEVIDEO,MONTEVIDEO,"4","01020"
"0199026013","01",MONTEVIDEO,MONTEVIDEO,"31","01020"
"0199026501","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0199027001","01",MONTEVIDEO,MONTEVIDEO,"157","01020"
"0199027002","01",MONTEVIDEO,MONTEVIDEO,"120","01020"
"0199027003","01",MONTEVIDEO,MONTEVIDEO,"40","01020"
"0199027004","01",MONTEVIDEO,MONTEVIDEO,"96","01020"
"0199027005","01",MONTEVIDEO,MONTEVIDEO,"103","01020"
"0199027006","01",MONTEVIDEO,MONTEVIDEO,"87","01020"
"0199027007","01",MONTEVIDEO,MONTEVIDEO,"138","01020"
"0199027008","01",MONTEVIDEO,MONTEVIDEO,"100","01020"
"0199027009","01",MONTEVIDEO,MONTEVIDEO,"58","01020"
"0199027011","01",MONTEVIDEO,MONTEVIDEO,"30","01020"
"0199027600","01",MONTEVIDEO,MONTEVIDEO,"24","01020"
"0199027601","01",MONTEVIDEO,MONTEVIDEO,"69","01020"
"0199027800","01",MONTEVIDEO,MONTEVIDEO,"26","01020"
"0199027802","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0199039001","01",MONTEVIDEO,MONTEVIDEO,"102","01020"
"0199039002","01",MONTEVIDEO,MONTEVIDEO,"111","01020"
"0199039003","01",MONTEVIDEO,MONTEVIDEO,"159","01020"
"0199039005","01",MONTEVIDEO,MONTEVIDEO,"207","01020"
"0199039006","01",MONTEVIDEO,MONTEVIDEO,"294","01020"
"0199039400","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0199039401","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0199039402","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0199039403","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0199039600","01",MONTEVIDEO,MONTEVIDEO,"121","01020"
"0199040001","01",MONTEVIDEO,MONTEVIDEO,"100","01020"
"0199040002","01",MONTEVIDEO,MONTEVIDEO,"121","01020"
"0199040003","01",MONTEVIDEO,MONTEVIDEO,"152","01020"
"0199040004","01",MONTEVIDEO,MONTEVIDEO,"176","01020"
"0199040005","01",MONTEVIDEO,MONTEVIDEO,"165","01020"
"0199040006","01",MONTEVIDEO,MONTEVIDEO,"146","01020"
"0199040008","01",MONTEVIDEO,MONTEVIDEO,"241","01020"
"0199040009","01",MONTEVIDEO,MONTEVIDEO,"250","01020"
"0199040400","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0199040401","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0199040402","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0199040403","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0199040600","01",MONTEVIDEO,MONTEVIDEO,"188","01020"
"0199041002","01",MONTEVIDEO,MONTEVIDEO,"105","01020"
"0199041003","01",MONTEVIDEO,MONTEVIDEO,"158","01020"
"0199041004","01",MONTEVIDEO,MONTEVIDEO,"188","01020"
"0199041005","01",MONTEVIDEO,MONTEVIDEO,"229","01020"
"0199041006","01",MONTEVIDEO,MONTEVIDEO,"171","01020"
"0199041400","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0199041600","01",MONTEVIDEO,MONTEVIDEO,"137","01020"
"0199042002","01",MONTEVIDEO,MONTEVIDEO,"103","01020"
"0199042003","01",MONTEVIDEO,MONTEVIDEO,"106","01020"
"0199042004","01",MONTEVIDEO,MONTEVIDEO,"111","01020"
"0199042005","01",MONTEVIDEO,MONTEVIDEO,"124","01020"
"0199042006","01",MONTEVIDEO,MONTEVIDEO,"200","01020"
"0199042007","01",MONTEVIDEO,MONTEVIDEO,"132","01020"
"0199042008","01",MONTEVIDEO,MONTEVIDEO,"100","01020"
"0199042009","01",MONTEVIDEO,MONTEVIDEO,"108","01020"
"0199042010","01",MONTEVIDEO,MONTEVIDEO,"108","01020"
"0199042011","01",MONTEVIDEO,MONTEVIDEO,"60","01020"
"0199042012","01",MONTEVIDEO,MONTEVIDEO,"91","01020"
"0199042013","01",MONTEVIDEO,MONTEVIDEO,"40","01020"
"0199042400","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0199042600","01",MONTEVIDEO,MONTEVIDEO,"48","01020"
"0199043001","01",MONTEVIDEO,MONTEVIDEO,"97","01020"
"0199043002","01",MONTEVIDEO,MONTEVIDEO,"85","01020"
"0199043003","01",MONTEVIDEO,MONTEVIDEO,"86","01020"
"0199043004","01",MONTEVIDEO,MONTEVIDEO,"73","01020"
"0199043005","01",MONTEVIDEO,MONTEVIDEO,"103","01020"
"0199043006","01",MONTEVIDEO,MONTEVIDEO,"82","01020"
"0199043007","01",MONTEVIDEO,MONTEVIDEO,"75","01020"
"0199043008","01",MONTEVIDEO,MONTEVIDEO,"81","01020"
"0199043009","01",MONTEVIDEO,MONTEVIDEO,"111","01020"
"0199043010","01",MONTEVIDEO,MONTEVIDEO,"84","01020"
"0199043011","01",MONTEVIDEO,MONTEVIDEO,"93","01020"
"0199043012","01",MONTEVIDEO,MONTEVIDEO,"54","01020"
"0199043013","01",MONTEVIDEO,MONTEVIDEO,"84","01020"
"0199043014","01",MONTEVIDEO,MONTEVIDEO,"109","01020"
"0199043015","01",MONTEVIDEO,MONTEVIDEO,"93","01020"
"0199044001","01",MONTEVIDEO,MONTEVIDEO,"60","01020"
"0199044002","01",MONTEVIDEO,MONTEVIDEO,"93","01020"
"0199044003","01",MONTEVIDEO,MONTEVIDEO,"113","01020"
"0199044004","01",MONTEVIDEO,MONTEVIDEO,"101","01020"
"0199044005","01",MONTEVIDEO,MONTEVIDEO,"191","01020"
"0199044006","01",MONTEVIDEO,MONTEVIDEO,"94","01020"
"0199044007","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0199044008","01",MONTEVIDEO,MONTEVIDEO,"96","01020"
"0199044010","01",MONTEVIDEO,MONTEVIDEO,"97","01020"
"0199044600","01",MONTEVIDEO,MONTEVIDEO,"140","01020"
"0199045001","01",MONTEVIDEO,MONTEVIDEO,"126","01020"
"0199045002","01",MONTEVIDEO,MONTEVIDEO,"80","01020"
"0199045003","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0199045004","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0199045005","01",MONTEVIDEO,MONTEVIDEO,"7","01020"
"0199045006","01",MONTEVIDEO,MONTEVIDEO,"96","01020"
"0199045007","01",MONTEVIDEO,MONTEVIDEO,"88","01020"
"0199045008","01",MONTEVIDEO,MONTEVIDEO,"84","01020"
"0199045009","01",MONTEVIDEO,MONTEVIDEO,"117","01020"
"0199045010","01",MONTEVIDEO,MONTEVIDEO,"168","01020"
"0199045011","01",MONTEVIDEO,MONTEVIDEO,"106","01020"
"0199045012","01",MONTEVIDEO,MONTEVIDEO,"4","01020"
"0199045013","01",MONTEVIDEO,MONTEVIDEO,"124","01020"
"0199046001","01",MONTEVIDEO,MONTEVIDEO,"104","01020"
"0199046002","01",MONTEVIDEO,MONTEVIDEO,"186","01020"
"0199046003","01",MONTEVIDEO,MONTEVIDEO,"187","01020"
"0199046004","01",MONTEVIDEO,MONTEVIDEO,"112","01020"
"0199046005","01",MONTEVIDEO,MONTEVIDEO,"75","01020"
"0199046007","01",MONTEVIDEO,MONTEVIDEO,"230","01020"
"0199046010","01",MONTEVIDEO,MONTEVIDEO,"65","01020"
"0199046011","01",MONTEVIDEO,MONTEVIDEO,"154","01020"
"0199046012","01",MONTEVIDEO,MONTEVIDEO,"182","01020"
"0199046013","01",MONTEVIDEO,MONTEVIDEO,"78","01020"
"0199046501","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
"0199047002","01",MONTEVIDEO,MONTEVIDEO,"320","01020"
"0199047003","01",MONTEVIDEO,MONTEVIDEO,"162","01020"
"0199047005","01",MONTEVIDEO,MONTEVIDEO,"14","01020"
"0199047006","01",MONTEVIDEO,MONTEVIDEO,"34","01020"
"0199047007","01",MONTEVIDEO,MONTEVIDEO,"48","01020"
"0199047008","01",MONTEVIDEO,MONTEVIDEO,"37","01020"
"0199047009","01",MONTEVIDEO,MONTEVIDEO,"49","01020"
"0199047010","01",MONTEVIDEO,MONTEVIDEO,"36","01020"
"0199047011","01",MONTEVIDEO,MONTEVIDEO,"61","01020"
"0199047012","01",MONTEVIDEO,MONTEVIDEO,"50","01020"
"0199047013","01",MONTEVIDEO,MONTEVIDEO,"66","01020"
"0199047014","01",MONTEVIDEO,MONTEVIDEO,"39","01020"
"0199047015","01",MONTEVIDEO,MONTEVIDEO,"36","01020"
"0199047016","01",MONTEVIDEO,MONTEVIDEO,"45","01020"
"0199047017","01",MONTEVIDEO,MONTEVIDEO,"52","01020"
"0199047018","01",MONTEVIDEO,MONTEVIDEO,"56","01020"
"0199047019","01",MONTEVIDEO,MONTEVIDEO,"46","01020"
"0199047020","01",MONTEVIDEO,MONTEVIDEO,"55","01020"
"0199047021","01",MONTEVIDEO,MONTEVIDEO,"39","01020"
"0199047022","01",MONTEVIDEO,MONTEVIDEO,"45","01020"
"0199047023","01",MONTEVIDEO,MONTEVIDEO,"38","01020"
"0199047024","01",MONTEVIDEO,MONTEVIDEO,"49","01020"
"0199047025","01",MONTEVIDEO,MONTEVIDEO,"32","01020"
"0199047026","01",MONTEVIDEO,MONTEVIDEO,"16","01020"
"0199047029","01",MONTEVIDEO,MONTEVIDEO,"2","01020"
"0199047034","01",MONTEVIDEO,MONTEVIDEO,"223","01020"
"0199047035","01",MONTEVIDEO,MONTEVIDEO,"98","01020"
"0199047036","01",MONTEVIDEO,MONTEVIDEO,"44","01020"
"0199047038","01",MONTEVIDEO,MONTEVIDEO,"60","01020"
"0199047039","01",MONTEVIDEO,MONTEVIDEO,"44","01020"
"0199047040","01",MONTEVIDEO,MONTEVIDEO,"66","01020"
"0199047041","01",MONTEVIDEO,MONTEVIDEO,"62","01020"
"0199047042","01",MONTEVIDEO,MONTEVIDEO,"79","01020"
"0199047043","01",MONTEVIDEO,MONTEVIDEO,"72","01020"
"0199047044","01",MONTEVIDEO,MONTEVIDEO,"61","01020"
"0199047045","01",MONTEVIDEO,MONTEVIDEO,"44","01020"
"0199047046","01",MONTEVIDEO,MONTEVIDEO,"61","01020"
"0199047047","01",MONTEVIDEO,MONTEVIDEO,"50","01020"
"0199047048","01",MONTEVIDEO,MONTEVIDEO,"46","01020"
"0199047049","01",MONTEVIDEO,MONTEVIDEO,"83","01020"
"0199047051","01",MONTEVIDEO,MONTEVIDEO,"35","01020"
"0199047052","01",MONTEVIDEO,MONTEVIDEO,"48","01020"
"0199047053","01",MONTEVIDEO,MONTEVIDEO,"27","01020"
"0199047054","01",MONTEVIDEO,MONTEVIDEO,"0","01020"
